,PrimaryColor,BreedCategory,IntakeStatus,PetAgeCategory,Sex,TopBreed,BinaryOutcome
9481,2,1,2,0,0,18,0
9482,1,1,1,0,1,26,1
9565,1,1,1,0,0,1,0
9604,10,1,1,0,0,17,0
9608,0,2,3,3,1,15,0
9643,0,0,1,3,0,15,0
9648,10,1,1,3,0,18,0
9652,0,2,0,0,0,18,0
9655,3,1,1,3,1,17,0
9658,10,0,1,0,1,18,0
9659,4,2,1,0,1,17,0
9664,3,1,1,3,1,18,0
9666,0,0,0,0,1,12,0
9667,0,1,2,3,0,11,0
9676,10,1,1,0,0,0,0
9677,3,1,1,3,0,18,0
9681,10,1,2,3,0,18,0
9683,11,0,1,3,1,15,0
9684,0,0,0,2,0,8,0
9685,5,0,1,3,0,6,1
9686,3,0,1,0,0,18,0
9687,7,0,4,2,0,15,1
9689,3,0,1,3,1,12,0
9691,1,0,1,1,1,17,1
9699,1,1,2,2,0,24,0
9702,10,1,1,3,0,18,0
9703,3,2,0,0,1,12,0
9706,3,2,3,1,0,18,1
9712,10,0,1,3,0,17,1
9718,3,0,1,3,1,18,0
9719,0,0,2,2,1,22,0
9721,1,1,0,0,0,17,0
9729,0,0,1,0,1,0,1
9731,3,0,0,2,1,7,0
9737,0,0,4,1,1,18,0
9764,7,1,2,2,1,19,0
9765,9,1,1,3,0,4,0
9770,7,0,1,0,1,12,0
9771,0,0,2,2,0,15,0
9772,10,1,4,3,1,17,0
9773,0,2,4,1,0,15,0
9774,11,1,1,3,0,15,0
9778,3,0,1,1,0,17,1
9781,2,0,1,3,0,18,0
9785,0,0,1,0,1,12,0
9794,3,2,1,3,1,22,0
9795,2,1,0,2,0,18,0
9799,3,0,1,0,0,18,0
9803,0,0,1,0,0,15,0
9805,3,1,1,0,1,17,1
9806,7,1,0,2,1,8,0
9810,3,1,1,1,0,11,1
9811,0,2,1,3,1,8,0
9815,0,1,1,0,0,12,0
9818,2,1,4,1,0,18,0
9829,0,2,1,1,1,3,1
9864,0,1,4,2,1,12,0
9868,0,2,1,0,1,15,0
9872,7,2,1,0,1,21,0
9874,7,2,1,0,0,21,0
9880,10,1,1,3,1,18,0
9881,9,1,4,2,0,4,0
9883,0,0,4,2,1,15,0
9884,0,0,1,0,1,4,0
9887,10,2,1,3,0,15,0
9889,2,1,1,1,0,6,1
9900,7,0,1,1,1,15,1
9913,5,1,2,0,1,19,0
10004,0,1,1,2,1,15,0
10005,0,1,1,2,1,9,0
10008,3,0,1,3,1,18,0
10010,0,2,0,1,1,15,0
10014,0,0,4,0,0,5,0
10015,1,0,1,3,1,17,0
10017,0,1,0,0,0,18,0
10019,0,1,1,0,1,23,1
10022,10,2,1,1,0,14,0
10033,0,1,2,2,0,12,0
10050,11,0,1,2,0,15,0
10060,10,1,1,1,1,17,1
10098,2,1,1,0,1,18,0
10100,10,1,1,0,1,24,1
10103,3,1,4,0,0,7,0
10106,10,2,0,0,0,12,0
10137,3,0,3,0,0,17,0
10144,7,0,1,3,1,20,1
10145,0,1,1,0,0,15,0
10176,0,1,0,0,0,18,0
10179,7,0,1,0,1,12,0
10182,0,2,2,2,1,10,0
10186,0,2,1,3,1,22,0
10192,10,1,0,3,1,18,0
10196,9,1,0,0,0,4,0
10200,0,1,1,3,1,15,0
10201,10,1,2,2,0,20,0
10214,0,0,1,1,1,15,0
10215,3,2,1,0,0,17,0
10216,9,0,1,0,1,17,0
10218,3,1,2,0,1,17,0
10220,3,2,1,1,0,8,0
10221,3,1,1,0,0,14,1
10222,0,0,1,1,0,4,0
10223,10,1,1,0,1,24,0
10225,7,2,1,3,0,12,0
10236,0,2,1,0,1,8,0
10249,0,1,4,0,0,5,0
10250,7,2,1,2,1,9,0
10251,10,1,2,2,1,20,0
10254,7,1,1,1,0,18,0
10257,0,0,1,0,1,4,0
10262,3,0,1,3,1,17,0
10270,0,1,4,3,1,18,0
10275,7,1,1,3,1,18,0
10277,7,2,1,1,1,24,0
10278,7,1,1,0,1,12,1
10280,2,1,1,0,0,6,0
10295,3,1,0,3,0,18,0
10296,3,1,1,0,0,18,0
10299,0,1,1,0,1,18,0
10301,9,1,1,2,0,4,0
10320,10,2,2,2,0,7,0
10323,3,0,4,2,0,17,0
10327,0,2,1,1,0,8,0
10332,10,2,1,2,0,17,0
10335,0,0,1,3,1,17,0
10337,0,2,1,1,1,12,0
10374,0,0,4,2,0,8,0
10376,3,0,2,1,0,8,0
10378,0,1,1,2,0,17,1
10382,7,1,1,0,1,18,0
10383,3,0,1,0,0,19,0
10384,0,0,1,2,0,12,0
10385,0,1,1,3,1,17,0
10387,0,2,1,1,0,15,0
10388,0,0,1,1,1,15,0
10389,3,1,1,3,0,18,0
10395,10,2,1,2,0,20,0
10396,0,0,2,2,0,5,0
10400,2,1,1,3,0,18,0
10401,0,0,1,3,1,9,1
10408,10,1,0,0,0,18,0
10409,10,0,1,2,1,17,0
10410,10,0,2,2,1,12,0
10411,3,1,4,2,1,17,0
10415,11,1,1,0,1,15,0
10419,0,1,1,3,1,17,0
10425,10,2,1,1,1,17,1
10426,3,1,1,3,0,18,0
10483,0,0,0,3,1,17,0
10491,0,2,1,3,1,5,1
10497,3,1,2,3,1,4,0
10499,3,1,2,2,0,17,0
10500,0,0,1,1,0,12,0
10504,1,0,1,0,1,25,0
10516,7,0,0,3,1,12,0
10524,3,1,0,0,1,18,0
10525,10,2,4,2,0,17,0
10532,1,1,1,1,1,25,1
10538,0,1,1,0,0,18,0
10547,9,1,1,3,1,4,0
10550,3,0,0,0,1,17,0
10553,1,1,1,3,0,18,0
10555,0,1,1,3,1,16,1
10558,2,0,1,3,1,17,0
10559,0,0,1,3,0,15,1
10563,1,1,2,3,0,18,0
10605,2,2,1,3,0,6,0
10607,10,1,1,0,1,14,0
10608,4,1,2,2,1,3,0
10610,2,1,1,0,1,19,0
10618,3,2,1,3,1,15,0
10623,0,1,1,1,0,22,1
10626,0,2,2,2,1,8,0
10627,3,2,1,0,0,21,0
10631,10,2,1,0,1,17,1
10637,3,1,1,3,1,16,1
10638,3,2,0,1,0,12,0
10643,0,0,1,1,1,15,1
10646,7,0,1,0,0,12,0
10648,2,1,1,0,0,6,0
10651,3,2,1,3,1,17,0
10682,7,0,0,2,1,12,0
10693,0,1,0,3,1,18,0
10694,7,1,1,1,0,18,0
10698,7,0,1,1,0,17,1
10699,10,1,1,1,0,18,0
10702,10,2,1,3,1,17,0
10704,1,1,4,1,0,18,0
10706,10,0,1,3,1,10,1
10709,5,1,4,0,0,8,0
10730,0,1,1,2,0,24,0
10736,7,0,4,2,1,17,0
10740,3,1,1,0,1,18,0
10774,0,0,1,3,1,18,0
10783,3,2,1,3,0,12,1
10788,10,0,1,0,1,17,1
10796,0,1,1,3,1,18,0
10799,0,0,4,0,1,15,0
10812,3,1,4,2,0,12,0
10823,11,0,0,0,0,12,0
10842,10,1,0,0,1,18,0
10849,10,1,1,1,0,4,1
10856,0,1,1,0,1,4,0
10860,2,1,2,2,0,6,0
10866,7,1,1,1,1,17,0
10867,7,0,1,1,0,6,1
10869,10,1,0,3,1,17,0
10870,0,2,1,1,0,21,0
10871,5,2,4,2,1,19,0
10882,3,1,2,0,1,18,0
10896,11,0,2,2,0,23,0
10898,0,1,1,3,0,18,0
10900,9,0,1,1,0,17,1
10901,9,0,1,0,0,12,0
10905,0,1,1,3,1,18,0
10907,10,1,0,0,1,17,0
10920,10,1,4,2,0,12,0
10924,7,0,1,3,0,7,0
10927,7,1,1,2,0,17,1
10937,7,1,2,2,0,19,0
10940,0,1,1,3,1,18,0
10941,3,0,4,0,1,17,0
10946,0,2,1,3,1,23,1
10954,10,1,1,1,1,18,1
10955,3,1,2,2,1,26,0
10961,10,0,4,3,1,17,0
10962,11,1,1,0,0,15,1
10965,0,2,1,3,0,15,0
10966,0,0,1,3,0,15,1
10989,10,1,4,1,1,18,0
10990,3,1,4,2,0,17,0
10991,10,1,4,2,0,17,0
10992,3,1,1,3,1,18,1
10993,0,0,4,0,0,18,0
10995,0,1,4,2,1,20,0
11000,0,1,1,0,0,22,0
11022,3,0,4,0,0,18,0
11024,10,1,1,1,1,18,0
11028,3,0,4,2,0,12,0
11029,3,0,1,1,0,4,1
11032,2,1,1,3,1,18,0
11035,2,1,0,3,1,17,0
11036,0,1,1,0,1,18,0
11038,1,1,2,3,0,18,0
11040,0,0,4,2,1,20,0
11042,10,0,1,1,0,4,1
11047,7,1,2,0,1,8,0
11053,3,1,1,3,0,18,0
11054,0,2,1,0,1,4,0
11055,3,1,4,0,0,18,0
11056,7,1,1,2,1,26,0
11057,2,0,1,3,0,17,1
11080,5,1,0,0,1,8,0
11082,0,2,1,2,0,11,0
11087,3,0,1,1,0,10,1
11089,7,0,1,1,0,17,1
11092,0,0,1,1,0,12,0
11093,10,0,1,3,1,18,1
11098,10,0,1,1,1,17,0
11101,0,0,3,1,1,12,0
11105,10,2,1,2,1,1,0
11109,10,0,1,3,1,17,0
11110,0,1,0,0,0,16,0
11125,3,0,1,1,1,8,0
11134,7,1,1,3,1,18,0
11135,0,0,1,0,0,15,0
11140,10,1,2,2,0,26,0
11141,10,1,0,0,1,18,0
11142,0,1,0,3,0,8,0
11144,0,1,1,0,1,18,0
11171,0,1,2,2,1,17,0
11174,3,1,1,3,1,15,0
11178,0,0,1,1,1,18,1
11182,0,0,2,2,1,12,0
11183,2,1,1,1,0,18,0
11224,0,0,1,3,0,12,0
11225,10,1,1,3,1,17,0
11228,0,0,2,2,1,17,0
11233,7,2,1,3,1,12,1
11242,2,1,0,0,0,18,0
11243,10,1,1,1,0,18,0
11245,10,1,2,0,0,24,0
11253,0,1,2,2,0,15,0
11255,0,0,1,3,0,22,0
11278,0,0,1,1,1,4,1
11280,9,1,1,0,1,3,0
11281,5,2,2,2,0,22,0
11283,0,1,2,0,1,26,0
11284,10,1,1,0,0,17,1
11289,3,1,1,0,1,15,1
11292,10,1,1,3,1,14,1
11296,3,0,1,3,0,15,0
11298,0,1,1,1,0,15,0
11302,7,0,1,0,1,8,0
11306,0,0,0,0,1,18,0
11310,10,1,1,3,1,17,1
11369,3,0,1,3,0,18,0
11373,3,1,1,0,0,4,1
11375,3,1,1,0,1,6,0
11376,0,0,3,1,0,3,0
11379,10,1,1,0,0,6,0
11380,5,2,1,0,0,16,0
11383,1,1,2,0,1,18,0
11446,9,1,1,0,1,4,1
11447,7,1,4,2,0,18,0
11450,10,1,4,2,0,24,0
11454,10,0,2,0,1,4,0
11456,0,1,2,0,0,18,0
11459,0,0,1,0,1,22,0
11462,1,1,1,0,1,17,0
11468,0,0,1,1,1,15,0
11469,3,1,1,1,0,8,0
11470,3,1,1,0,0,10,0
11472,3,1,4,3,0,18,0
11475,0,1,1,1,1,15,0
11481,3,1,0,0,0,7,0
11484,3,0,2,2,1,8,0
11486,0,0,1,1,0,15,1
11488,5,1,1,0,1,25,0
11489,7,1,1,0,0,18,1
11490,3,2,1,1,1,8,0
11491,7,2,1,0,0,15,0
11495,7,0,1,1,1,12,0
11496,3,1,1,0,1,9,0
11500,3,1,4,1,1,11,0
11502,0,1,2,0,1,24,0
11505,11,0,1,3,1,6,0
11514,0,1,1,2,0,8,0
11556,10,1,1,3,0,17,1
11559,9,2,2,2,0,17,0
11566,9,1,1,0,1,4,0
11575,10,1,1,3,1,18,0
11576,0,2,2,2,1,18,0
11578,0,0,1,3,1,12,0
11581,7,0,2,0,0,18,0
11585,0,2,1,1,1,6,0
11589,0,1,1,0,1,12,0
11601,5,1,1,3,0,4,1
11609,6,0,1,3,0,12,0
11610,6,0,1,3,0,12,0
11617,3,1,1,3,1,17,1
11618,0,2,4,3,1,22,0
11619,3,0,1,1,0,15,0
11624,3,0,1,3,1,12,1
11625,3,1,1,0,1,18,0
11639,7,2,1,3,1,15,1
11652,0,1,1,0,1,24,0
11665,10,1,1,0,1,17,0
11671,7,2,2,2,1,24,0
11672,0,2,1,3,0,15,0
11675,0,2,0,2,1,4,0
11676,0,0,0,3,1,4,0
11678,0,1,1,3,0,18,0
11681,3,1,4,1,1,17,0
11682,3,1,3,3,0,18,0
11684,0,1,1,0,0,22,1
11686,7,1,0,0,1,17,0
11688,0,1,4,3,0,4,0
11689,10,0,0,0,0,7,1
11690,0,0,1,3,0,15,0
11695,0,1,1,0,1,17,0
11702,5,1,4,2,1,18,0
11703,3,0,1,0,1,15,0
11706,0,2,2,2,1,15,0
11708,0,0,4,3,0,18,0
11714,10,1,1,2,0,17,0
11715,3,2,1,1,1,6,1
11717,10,0,4,3,1,6,0
11735,0,2,1,1,1,5,0
11738,0,1,4,1,0,4,0
11740,10,1,1,0,0,17,1
11742,0,1,2,2,0,22,0
11744,0,2,2,2,0,12,0
11747,7,0,1,0,1,12,0
11749,3,0,4,1,1,18,0
11750,0,1,1,1,0,12,1
11751,0,1,1,1,1,18,0
11772,10,1,0,3,1,18,0
11775,0,2,1,3,1,15,0
11776,0,0,1,2,1,15,0
11777,10,1,4,2,0,17,0
11778,7,0,1,1,1,12,1
11782,3,2,1,0,1,18,0
11783,3,1,1,3,1,4,0
11785,7,0,1,0,1,17,0
11787,0,1,1,0,0,12,0
11805,0,1,1,0,1,20,1
11809,2,1,4,2,0,1,0
11811,0,1,4,2,1,22,0
11812,3,2,1,0,1,1,0
11813,3,0,0,2,0,4,0
11815,0,1,1,3,1,15,0
11818,0,0,1,0,1,15,0
11821,9,1,1,0,0,4,1
11826,0,1,1,3,0,15,0
11849,0,1,1,1,0,15,0
11851,3,1,4,0,0,18,0
11852,0,0,2,2,1,12,0
11853,3,1,0,3,1,18,0
11854,2,1,1,3,0,18,0
11855,2,2,4,2,0,6,0
11858,9,1,1,1,0,4,1
11863,0,2,1,0,0,17,1
11923,0,1,1,0,0,22,1
11924,2,2,1,3,1,21,1
11937,3,2,1,1,1,15,1
11942,1,1,1,0,0,18,0
11949,3,0,4,3,1,6,0
11953,7,1,1,3,0,7,1
11977,3,0,1,0,0,4,0
11986,10,1,1,0,1,9,1
11987,0,1,1,0,0,15,1
11990,3,0,4,2,0,15,0
11991,0,2,1,0,1,9,0
11992,10,1,4,3,0,18,0
11995,10,0,1,1,1,12,1
11996,3,0,0,0,1,12,0
11998,10,1,2,2,0,19,0
11999,9,1,2,2,0,4,0
12006,3,2,1,0,0,12,0
12011,0,1,2,2,1,18,0
12052,10,1,1,3,0,18,0
12056,11,1,0,0,1,15,0
12063,3,1,1,1,1,17,1
12065,0,1,2,2,1,9,0
12068,0,0,1,0,0,18,0
12069,3,1,1,0,0,17,0
12070,9,0,1,0,0,17,1
12071,9,1,1,0,1,4,0
12072,3,0,1,0,1,1,0
12073,0,0,0,1,1,15,0
12075,9,0,1,1,1,4,1
12076,10,1,2,2,1,20,0
12083,0,0,0,3,1,12,0
12084,0,2,1,3,1,15,0
12089,10,0,3,0,0,5,0
12091,0,0,1,1,1,15,0
12094,0,0,0,0,1,15,0
12097,7,1,1,3,1,21,1
12098,1,2,1,0,0,17,0
12099,7,0,4,1,0,7,0
12100,10,1,1,0,1,17,0
12102,0,0,1,1,1,15,1
12104,11,1,1,0,1,25,1
12130,10,1,1,1,1,17,1
12153,0,0,1,3,1,15,1
12156,3,2,2,2,0,7,0
12157,0,0,1,3,1,18,0
12183,10,0,2,2,0,17,0
12186,0,0,2,1,1,18,0
12192,0,1,1,3,1,15,0
12194,0,1,0,0,1,12,0
12196,10,0,1,3,1,18,0
12198,9,1,2,0,1,4,0
12199,0,0,4,1,1,4,0
12200,10,1,0,2,1,17,0
12204,7,1,1,3,1,8,0
12209,6,2,1,3,1,4,0
12211,9,1,4,2,0,4,0
12212,0,0,1,3,1,4,0
12245,0,0,3,1,1,18,0
12271,7,2,1,3,1,17,0
12272,3,1,1,3,1,6,0
12273,10,1,1,3,0,18,0
12282,2,0,4,3,0,17,0
12285,0,0,4,0,1,17,0
12286,3,0,1,2,1,4,0
12326,7,2,1,3,1,17,1
12328,9,0,1,2,1,12,0
12332,7,0,2,3,1,8,0
12334,3,1,1,3,0,18,0
12340,1,1,4,1,1,18,0
12341,0,0,1,1,1,15,1
12347,0,0,0,1,1,15,0
12350,0,1,0,3,0,25,0
12357,0,1,4,2,0,15,0
12359,10,2,4,2,0,24,0
12362,3,2,1,3,1,17,0
12363,0,1,0,0,1,18,0
12364,2,2,1,1,0,8,1
12366,0,2,4,2,0,5,0
12367,7,0,1,1,1,12,1
12370,10,0,1,1,0,18,0
12373,2,1,1,3,0,18,0
12382,9,1,1,2,0,4,0
12383,0,0,1,3,1,17,0
12384,7,0,1,1,1,6,1
12386,0,1,1,2,1,17,1
12388,2,0,4,2,1,6,0
12391,0,2,4,2,0,17,0
12392,7,2,1,3,1,6,0
12394,1,1,1,0,0,25,1
12397,3,1,1,0,0,19,0
12404,0,2,2,3,1,12,0
12407,3,1,2,0,1,6,0
12408,7,1,1,0,1,19,1
12414,1,1,1,3,0,18,0
12416,9,1,4,0,1,17,0
12417,7,0,1,0,0,17,1
12420,10,1,1,0,1,7,1
12423,3,2,1,3,1,17,0
12424,7,1,0,0,0,25,0
12427,7,1,2,2,1,17,0
12429,7,2,1,1,0,12,0
12430,3,0,1,1,0,4,0
12475,3,0,1,0,0,4,0
12477,10,1,1,3,0,18,0
12481,7,2,2,2,0,21,0
12497,10,1,1,0,0,17,1
12499,0,1,2,2,0,17,0
12508,0,2,1,3,0,22,1
12527,0,2,1,0,1,18,0
12529,11,0,1,0,1,15,0
12532,0,0,1,3,1,17,0
12548,10,0,1,1,0,18,0
12552,3,1,1,2,0,4,1
12554,0,1,1,3,1,15,0
12559,0,2,1,3,1,17,0
12604,0,1,2,2,0,17,0
12607,3,0,0,2,1,18,0
12612,3,1,1,3,0,18,0
12615,9,1,1,0,1,4,0
12617,0,0,1,2,0,9,0
12638,3,1,1,0,1,18,0
12639,0,1,1,0,0,22,0
12647,10,1,2,0,0,17,0
12649,3,2,1,3,0,10,0
12650,10,0,1,3,1,17,1
12651,2,2,1,1,0,13,0
12654,3,0,0,0,1,18,0
12655,2,1,1,0,0,18,0
12677,3,1,4,3,0,15,0
12679,10,0,1,0,1,0,0
12680,2,1,2,1,1,18,0
12681,3,0,0,1,1,12,0
12685,7,1,4,0,1,17,0
12686,5,0,1,3,0,26,0
12687,3,0,1,3,0,18,0
12692,0,1,4,3,1,18,0
12693,10,2,1,0,1,17,0
12694,1,1,1,0,1,18,0
12695,0,0,0,0,0,9,0
12702,10,1,2,2,0,17,0
12703,5,2,1,0,0,12,1
12704,3,2,1,0,1,7,1
12705,10,1,1,0,1,7,0
12706,1,1,1,2,1,17,1
12708,7,0,1,0,0,7,0
12713,3,0,2,1,0,8,0
12717,10,1,1,3,1,24,0
12719,10,0,4,0,0,12,0
12726,10,1,0,0,1,24,0
12747,3,0,1,3,0,12,1
12749,0,0,1,3,1,17,1
12752,0,1,1,2,0,2,0
12754,2,1,1,0,1,18,0
12755,3,0,4,0,0,1,0
12757,10,0,1,3,1,15,0
12758,10,1,2,0,0,20,0
12759,0,0,1,0,0,15,0
12763,7,0,1,1,0,4,0
12769,3,1,1,0,1,12,1
12796,7,0,1,1,1,17,1
12803,10,1,4,3,0,18,0
12804,0,0,1,3,0,17,1
12806,10,0,1,0,1,18,0
12808,0,1,1,0,1,17,1
12810,3,0,1,0,0,12,0
12811,7,1,0,3,0,18,0
12813,7,1,1,3,1,7,0
12815,3,1,1,0,1,17,0
12816,10,2,4,2,1,20,0
12825,0,1,4,3,0,18,0
12829,10,0,4,3,0,17,0
12836,5,1,1,3,0,18,0
12878,11,1,1,0,0,18,0
12881,0,1,1,3,1,22,0
12887,0,0,0,1,0,15,0
12888,0,1,0,0,1,12,0
12889,5,1,1,3,1,18,0
12890,10,0,1,3,1,17,0
12893,10,0,1,1,0,18,0
12897,10,0,1,3,0,4,1
12899,0,0,1,3,1,15,0
12903,0,1,2,0,0,17,0
12904,7,1,1,3,0,18,0
12905,9,2,2,2,1,6,0
12906,2,1,0,0,1,18,0
12907,7,2,2,2,1,21,0
12910,3,0,1,1,1,15,0
12916,0,0,1,3,0,15,1
12952,7,0,1,3,1,11,0
12957,5,2,2,2,0,8,0
12958,7,0,1,1,0,6,1
12962,10,0,1,0,1,4,1
12964,3,1,1,3,0,0,0
12966,0,0,1,0,1,18,0
12967,11,2,1,3,0,15,0
12968,5,1,0,3,1,19,0
12993,3,2,1,0,1,4,1
12994,2,1,0,3,1,18,0
12995,11,0,1,1,0,12,0
12996,11,2,1,3,0,17,1
12998,5,0,1,0,1,8,0
12999,7,2,1,3,0,15,1
13000,5,2,1,2,1,15,0
13001,1,1,0,0,1,2,0
13004,0,1,1,3,0,18,0
13019,0,0,4,3,1,17,0
13022,7,1,4,2,0,19,0
13027,7,0,1,1,0,4,0
13051,0,0,1,3,1,15,0
13052,0,2,0,2,0,15,0
13058,10,1,1,3,0,17,0
13059,0,0,1,3,1,17,0
13062,7,2,1,0,0,17,1
13066,7,0,1,1,1,17,1
13069,1,1,1,3,1,24,1
13071,9,1,1,1,0,4,1
13073,7,1,2,2,1,6,0
13075,0,0,1,3,0,12,0
13088,3,0,1,0,0,12,0
13091,1,1,1,0,1,17,0
13092,0,1,1,0,1,22,0
13112,10,1,4,3,0,18,0
13122,3,2,1,0,1,15,0
13124,0,0,1,3,0,17,1
13125,7,1,4,1,1,18,0
13127,0,0,1,3,1,15,0
13129,3,2,1,1,0,12,1
13130,1,1,4,2,0,17,0
13137,0,1,1,0,1,18,0
13140,0,1,1,0,1,15,0
13141,2,0,1,0,0,18,0
13143,3,1,1,0,0,18,0
13148,0,1,1,0,1,12,1
13165,3,2,1,3,1,12,0
13218,0,0,1,1,0,9,1
13226,3,1,0,0,1,18,0
13229,5,0,1,3,1,17,0
13230,0,1,0,0,0,4,0
13231,3,0,1,0,1,15,0
13233,2,1,2,3,1,18,0
13234,5,1,4,3,0,2,0
13237,9,1,4,2,1,4,0
13241,0,1,0,3,1,15,0
13243,0,0,0,3,1,18,0
13264,0,0,1,3,1,15,1
13270,5,2,0,2,0,8,0
13272,3,1,1,0,0,18,0
13296,9,1,1,3,1,12,1
13303,9,1,1,1,1,4,1
13305,0,1,2,2,0,7,0
13306,3,1,1,0,1,18,0
13309,11,1,2,2,1,15,0
13313,3,0,1,0,1,26,0
13315,0,0,1,0,0,17,0
13331,3,1,4,3,1,26,0
13341,3,1,2,0,1,6,0
13342,10,0,1,3,1,17,1
13345,10,1,1,1,1,4,1
13348,10,0,1,0,1,20,1
13349,0,1,2,3,0,22,0
13350,2,0,1,1,0,15,0
13352,9,1,1,0,1,17,1
13358,3,1,1,0,1,26,0
13374,1,1,4,1,1,18,0
13375,0,2,3,0,0,8,0
13378,3,0,1,3,1,8,0
13382,10,0,1,0,1,17,0
13383,1,1,1,0,1,25,0
13386,7,0,4,2,0,22,0
13388,0,1,1,0,1,12,0
13410,10,0,4,2,1,17,0
13417,5,0,1,1,1,18,0
13418,5,1,0,3,0,18,0
13419,0,1,1,3,1,18,0
13423,3,0,1,0,1,17,0
13432,10,1,1,3,0,18,0
13434,0,1,2,3,1,15,0
13435,0,0,1,1,1,15,1
13439,10,0,3,1,0,3,0
13441,5,1,1,3,1,18,0
13444,0,1,2,2,1,4,0
13505,3,1,2,2,0,18,0
13506,9,1,1,0,1,17,0
13508,0,0,0,0,0,18,0
13509,3,0,1,1,1,12,0
13511,7,2,1,3,1,1,1
13522,7,0,4,1,0,12,0
13523,2,1,1,3,1,15,0
13524,0,2,1,3,0,11,0
13526,3,1,1,3,1,24,0
13541,9,1,2,2,1,4,0
13542,0,0,1,3,0,15,0
13546,7,1,1,1,0,13,1
13553,3,2,1,3,0,17,0
13554,0,0,1,0,1,15,0
13584,0,1,2,2,0,9,0
13588,3,0,1,1,0,6,0
13589,7,1,4,3,1,11,0
13591,3,1,1,3,1,18,0
13594,3,0,1,1,0,17,0
13595,0,1,1,0,0,24,1
13602,3,1,0,0,0,18,0
13604,0,0,1,1,0,15,0
13609,0,0,1,1,1,17,0
13611,6,1,1,0,1,17,1
13612,3,0,1,3,0,6,1
13618,5,0,2,2,1,9,0
13621,11,2,1,1,1,12,0
13632,3,1,1,3,1,18,0
13634,10,0,1,0,1,14,1
13635,7,1,1,0,1,18,0
13644,3,1,4,2,1,18,0
13658,3,0,0,1,1,18,0
13661,3,0,1,2,0,15,0
13664,7,1,2,2,1,12,0
13666,0,0,1,3,1,17,0
13674,1,1,1,3,1,18,0
13676,11,0,1,2,0,13,0
13677,0,0,1,0,0,15,0
13679,10,1,1,3,0,18,0
13683,0,0,1,3,1,8,0
13687,11,2,0,0,1,18,0
13719,7,1,2,2,0,6,0
13727,10,0,4,3,0,14,0
13728,7,1,0,0,1,7,0
13731,7,2,4,2,0,9,0
13739,10,0,1,3,1,20,1
13743,2,1,1,0,1,18,0
13744,10,0,4,0,1,5,0
13745,10,1,0,0,1,17,0
13747,0,1,1,3,1,11,0
13748,3,2,1,1,0,17,0
13750,3,0,2,0,1,26,0
13753,7,0,1,3,1,17,0
13757,0,1,2,2,1,22,0
13761,10,1,2,2,1,12,0
13764,10,2,1,1,0,18,1
13765,5,0,1,0,1,12,0
13766,3,1,1,3,1,18,0
13775,0,0,2,2,1,23,0
13778,0,2,1,3,1,12,0
13779,3,2,1,3,1,25,1
13783,7,0,1,3,0,12,0
13786,0,2,1,2,1,22,0
13787,10,1,4,0,0,17,0
13789,7,0,1,1,0,15,0
13790,11,0,1,0,0,15,0
13792,0,1,2,2,1,22,0
13794,0,1,1,0,0,22,0
13796,7,1,1,1,1,18,1
13797,7,0,1,2,0,4,0
13799,3,1,1,0,1,3,1
13801,0,1,4,0,1,18,0
13804,0,0,4,0,1,26,1
13808,0,1,2,2,1,8,0
13809,10,0,1,3,1,17,1
13810,10,1,1,2,1,17,0
13812,10,0,1,3,1,18,0
13813,0,0,1,3,0,17,1
13814,0,2,0,0,1,17,0
13834,0,1,2,0,1,17,0
13843,1,0,2,3,1,18,0
13851,11,0,1,1,0,15,0
13873,0,0,1,3,1,17,1
13875,0,2,2,3,0,17,0
13876,0,0,2,0,1,4,0
13881,10,1,1,3,0,18,0
13888,0,2,4,2,0,15,0
13928,7,1,1,0,1,7,1
13942,3,2,1,3,1,15,0
13949,5,0,4,3,0,11,0
13952,7,0,1,0,1,17,1
13962,0,2,1,1,0,15,1
13970,2,1,0,3,1,17,0
13972,0,1,1,0,1,18,0
13975,3,0,1,0,1,25,0
13976,3,1,2,2,0,15,0
13977,3,0,1,0,0,15,0
13981,9,2,1,0,0,4,1
13982,7,1,1,0,1,18,0
13983,3,0,4,2,0,10,0
13985,11,2,2,2,1,13,1
13989,7,2,1,3,0,7,0
13990,0,1,4,3,0,12,1
13991,0,1,4,0,1,18,0
13992,7,0,1,1,0,18,0
13998,2,0,1,2,1,17,0
14002,3,0,1,0,1,12,0
14003,7,0,1,1,0,17,1
14005,9,1,2,2,0,4,1
14007,10,1,4,1,1,18,0
14008,10,1,1,0,1,14,0
14009,0,1,1,0,1,18,0
14010,10,1,1,3,0,18,0
14012,10,1,1,0,1,14,1
14016,0,0,1,0,1,15,0
14017,0,1,2,2,1,17,0
14018,5,0,1,1,0,17,0
14020,0,0,0,3,0,4,0
14021,0,0,1,2,0,17,0
14022,5,0,1,3,1,18,0
14028,0,1,1,0,1,18,0
14030,0,2,1,1,0,18,0
14032,3,0,4,0,0,12,0
14033,6,2,1,3,1,4,0
14036,7,1,1,0,1,7,1
14037,2,1,4,0,1,17,0
14040,0,1,2,0,1,23,0
14044,0,2,1,3,0,5,1
14046,0,0,4,2,1,22,0
14047,0,1,1,0,0,1,0
14050,0,1,2,2,0,8,0
14053,0,2,1,0,0,5,0
14058,3,1,1,3,0,18,0
14064,3,1,0,2,0,18,0
14068,0,1,1,3,0,17,1
14071,3,1,1,0,1,15,0
