,PrimaryColor,BreedCategory,IntakeStatus,PetAgeCategory,Sex,TopBreed,BinaryOutcome
146254,3,1,1,3,0,15,1
146256,0,2,1,3,1,20,1
146260,0,0,0,3,1,15,0
146261,3,0,1,1,0,15,0
146262,0,0,0,1,0,15,0
146269,5,0,2,3,0,14,1
146271,3,0,1,1,0,11,1
146278,0,1,2,0,1,11,0
146279,1,1,1,0,1,18,1
146280,5,0,4,2,1,18,0
146281,3,2,2,2,0,21,0
146282,7,1,2,2,1,17,0
146285,0,1,1,3,1,15,0
146286,0,1,2,2,1,19,0
146288,10,0,2,2,0,14,0
146289,2,1,2,3,0,7,0
146290,2,1,1,0,0,18,1
146293,0,1,1,3,0,17,1
146296,0,2,1,3,0,17,0
146297,5,0,1,0,1,17,1
146299,10,1,1,3,1,17,1
146303,10,0,1,1,1,7,1
146305,7,0,1,0,1,17,1
146310,3,2,1,3,1,5,1
146312,0,0,1,0,1,12,0
146313,9,2,1,3,0,24,1
146314,0,1,1,3,1,18,0
146316,10,0,1,3,1,17,1
146317,5,1,1,0,1,11,1
146318,3,1,4,0,1,4,0
146319,9,0,1,0,1,4,1
146320,10,1,1,2,1,23,0
146326,8,1,1,0,1,17,0
146329,2,2,1,3,1,2,1
146330,10,1,1,2,0,4,0
146331,3,1,1,3,1,3,0
146332,7,2,1,1,1,6,0
146333,2,2,0,0,0,17,0
146334,1,1,1,0,0,24,0
146337,2,1,1,1,1,17,1
146340,3,1,1,0,0,24,1
146341,10,0,1,3,0,3,1
146343,10,2,1,3,1,17,0
146346,7,2,1,3,1,17,1
146348,0,0,1,3,1,15,1
146349,10,1,1,0,0,23,0
146351,0,0,1,0,0,18,0
146352,3,1,1,0,0,18,1
146353,9,1,1,0,1,1,1
146358,3,0,1,3,1,17,1
146360,0,1,1,0,1,25,0
146361,3,0,1,3,0,12,0
146362,7,1,1,1,0,18,1
146366,0,1,1,0,0,7,1
146367,7,2,0,1,1,15,1
146368,7,2,1,0,1,26,1
146369,5,2,1,3,0,15,0
146372,3,2,1,3,1,15,1
146373,0,0,1,3,1,4,1
146375,3,0,1,1,0,15,1
146377,10,1,0,0,0,7,0
146379,7,2,1,3,1,15,1
146385,2,2,0,1,1,6,1
146386,7,1,1,3,1,15,0
146388,10,2,1,3,1,14,1
146391,7,1,1,1,0,17,1
146392,5,2,1,3,0,15,0
146394,10,1,1,3,1,17,1
146395,1,1,1,3,1,18,1
146397,3,0,2,2,0,14,1
146398,2,1,1,0,1,6,0
146399,10,2,1,3,0,17,1
146402,7,2,0,0,1,17,1
146403,3,0,1,0,1,12,0
146404,10,2,1,0,0,7,1
146409,0,0,4,3,1,7,1
146410,0,0,1,1,1,12,1
146411,2,1,1,3,0,18,0
146412,9,1,1,3,0,4,1
146413,3,1,1,1,0,24,0
146416,10,0,1,0,1,0,1
146417,5,1,4,0,0,17,0
146419,9,0,1,2,0,4,1
146420,2,2,1,1,1,17,0
146421,9,0,1,3,0,4,1
146422,0,1,1,3,1,22,1
146423,2,1,1,0,0,7,0
146424,0,0,1,3,0,3,1
146428,0,0,1,3,1,22,0
146429,10,1,1,3,0,18,1
146430,7,1,1,3,0,17,1
146432,10,2,1,3,1,17,0
146433,0,1,1,2,0,17,0
146434,0,1,0,3,1,17,0
146435,10,1,1,0,0,24,1
146436,0,2,1,3,0,15,0
146437,2,1,1,3,1,17,1
146442,10,0,1,3,1,0,0
146445,0,1,1,0,0,16,1
146446,7,1,1,1,1,24,1
146448,9,2,1,1,0,5,1
146449,10,0,1,0,0,18,1
146452,0,1,1,0,0,17,0
146454,1,1,4,0,1,0,1
146455,3,2,1,0,1,17,1
146459,5,2,1,3,1,15,1
146460,7,2,1,0,1,18,1
146463,3,1,1,3,1,21,1
146467,3,1,1,3,0,2,1
146468,3,2,1,1,1,25,0
146469,3,1,1,1,1,7,1
146471,0,1,1,1,0,6,1
146473,10,1,1,0,0,17,1
146478,0,0,1,3,1,15,1
146480,3,0,1,1,0,12,1
146481,10,2,1,3,1,17,0
146482,3,1,1,3,0,15,0
146483,4,0,1,3,1,17,0
146484,1,1,1,0,1,18,0
146486,10,1,4,3,1,18,0
146487,0,0,0,3,0,15,1
146488,5,0,1,3,0,4,1
146491,7,2,1,3,1,15,1
146493,10,1,1,3,0,7,0
146496,10,1,1,3,0,17,0
146498,0,0,1,0,1,17,0
146500,1,1,1,3,1,18,0
146504,0,0,1,3,0,22,0
146507,3,0,1,1,0,4,0
146509,3,0,2,0,1,18,0
146510,2,1,1,0,0,18,1
146511,10,1,1,1,0,18,0
146512,7,0,1,0,1,18,0
146515,0,2,1,1,1,4,1
146525,10,1,1,0,0,7,0
146527,2,1,4,0,1,17,1
146528,11,0,1,3,0,17,0
146531,0,0,1,1,0,17,1
146532,0,0,1,3,0,12,0
146536,0,1,4,3,0,17,0
146537,9,1,1,3,0,4,0
146538,0,2,1,1,0,15,1
146539,3,2,1,0,0,9,1
146540,9,0,1,3,0,17,1
146542,2,1,1,1,0,18,0
146544,3,2,1,3,0,3,1
146547,3,0,1,3,0,6,0
146548,7,2,1,0,0,17,0
146549,7,1,1,3,1,7,0
146550,3,1,4,0,1,18,0
146552,7,1,1,1,1,7,0
146553,0,0,2,0,0,15,1
146558,3,2,1,1,1,4,1
146562,3,1,1,0,1,12,0
146563,4,0,1,1,0,17,1
146565,10,1,1,1,1,18,1
146568,3,0,1,3,1,17,1
146569,1,1,2,3,0,18,1
146570,5,1,1,3,0,25,0
146572,0,2,1,3,1,15,1
146573,3,2,1,0,1,15,1
146575,7,1,1,0,0,18,0
146576,3,2,1,3,1,7,0
146578,3,0,0,1,1,3,0
146579,3,2,1,1,1,6,1
146581,0,2,1,3,1,17,1
146585,0,2,0,3,1,4,1
146586,3,0,1,3,1,11,1
146593,10,0,1,0,0,4,1
146602,0,1,1,3,0,26,1
146604,0,2,1,0,0,15,1
146607,10,0,2,0,1,17,0
146610,5,0,1,3,1,17,1
146611,2,2,1,0,0,7,1
146615,0,1,1,3,0,7,0
146617,10,2,4,3,1,24,0
146618,10,1,1,0,1,17,1
146620,7,0,1,3,1,13,0
146627,3,1,1,3,1,15,0
146630,3,1,1,3,1,15,0
146631,5,0,1,3,1,18,0
146632,0,0,2,0,0,4,0
146633,0,2,1,1,1,4,1
146634,7,0,0,0,0,18,0
146635,10,1,1,0,0,14,0
146640,7,1,1,3,0,7,1
146642,1,1,1,3,0,18,0
146643,3,0,1,3,1,10,0
146647,3,2,1,3,1,6,0
146649,2,1,1,0,1,6,0
146652,10,0,1,0,1,6,1
146654,9,1,2,2,0,4,1
146656,7,1,1,3,1,7,0
146659,10,1,1,3,1,17,1
146661,2,2,1,3,0,12,1
146662,9,1,1,0,1,17,0
146665,10,1,1,0,0,7,1
146666,0,1,1,0,0,6,0
146668,7,1,1,1,0,6,1
146669,7,0,1,3,1,18,0
146671,9,0,1,3,0,17,1
146672,2,0,1,3,0,23,1
146673,0,1,2,3,0,18,1
146674,11,1,1,0,1,26,1
146675,0,0,2,3,1,4,1
146679,7,2,1,3,1,17,1
146680,7,1,2,2,1,7,0
146684,0,0,1,3,0,23,1
146686,10,1,1,3,1,14,0
146687,10,1,1,0,1,4,1
146688,5,0,1,3,1,11,1
146690,7,1,0,3,0,18,0
146691,9,0,1,3,0,4,0
146694,7,0,1,3,1,11,1
146695,5,0,1,3,0,18,1
146698,7,1,1,0,1,12,0
146702,7,1,1,3,0,11,1
146703,7,2,1,3,1,15,1
146706,10,1,1,3,1,7,1
146707,7,0,1,0,1,7,0
146709,0,0,1,1,1,15,1
146713,0,1,1,3,1,15,1
146716,7,0,1,0,1,17,0
146718,3,0,1,3,1,12,1
146719,6,0,1,1,1,12,1
146721,5,0,2,3,0,18,1
146722,5,2,1,3,0,4,1
146724,3,2,1,0,1,17,1
146729,0,1,1,3,1,19,0
146730,0,2,0,0,0,8,1
146731,10,0,1,3,0,17,0
146736,10,1,0,0,0,18,0
146738,10,0,1,0,0,17,1
146741,7,0,1,3,1,15,1
146745,7,0,1,3,0,15,0
146746,9,2,1,3,1,14,1
146747,7,0,1,3,0,4,1
146750,10,2,1,3,0,12,1
146751,0,0,1,3,1,15,0
146753,0,1,1,3,1,17,0
146755,3,0,1,3,0,7,0
146757,0,0,1,0,1,11,1
146759,5,1,1,1,1,17,0
146760,0,0,1,0,0,5,0
146761,11,0,3,0,0,17,0
146762,7,1,1,0,1,21,0
146763,10,0,1,3,1,15,1
146764,3,1,1,3,0,18,1
146766,1,0,1,2,1,23,1
146769,7,1,1,0,0,7,0
146770,4,2,1,0,1,2,0
146774,0,0,1,3,1,4,1
146777,7,1,0,3,1,19,0
146780,0,2,1,0,1,5,1
146781,10,1,1,1,0,5,1
146783,10,0,1,3,0,5,1
146785,0,0,1,0,1,1,1
146787,3,1,4,3,1,12,0
146789,2,0,1,3,0,6,1
146790,2,0,1,3,1,15,0
146791,7,2,1,0,0,11,1
146792,3,1,1,3,1,18,0
146793,0,1,1,0,0,8,0
146800,0,2,1,3,0,16,1
146803,0,0,1,1,0,12,1
146804,2,0,1,3,0,17,1
146806,10,0,1,1,0,17,1
146807,10,2,1,3,0,14,1
146808,2,0,1,3,1,18,1
146811,2,2,1,1,1,24,0
146814,1,0,1,0,1,17,0
146815,3,0,1,3,1,26,1
146818,2,0,1,0,0,6,1
146820,0,2,1,0,1,20,1
146822,10,2,1,0,1,11,0
146825,7,1,1,0,1,6,0
146827,7,1,1,3,0,7,0
146828,3,2,1,1,1,7,0
146830,5,0,4,0,1,17,0
146833,7,0,2,0,0,18,0
146834,7,0,1,3,0,18,1
146837,7,0,1,0,0,17,0
146840,0,0,1,3,0,4,1
146847,3,2,1,0,1,15,0
146852,10,1,1,0,0,14,1
146853,0,2,1,3,0,22,1
146855,1,2,1,1,1,24,1
146860,10,1,1,3,1,24,1
146861,1,1,1,3,1,24,1
146863,7,1,1,0,1,7,1
146869,3,2,1,0,0,6,0
146871,10,2,1,3,1,17,1
146872,0,2,1,1,0,17,1
146875,9,1,1,2,0,4,0
146877,1,1,2,3,1,18,1
146878,10,0,1,3,0,0,0
146881,3,2,1,0,0,17,1
146883,3,0,1,3,0,12,1
146888,0,1,1,1,1,5,1
146890,2,1,1,1,1,18,1
146891,0,0,1,1,0,26,1
146892,7,0,1,0,1,21,1
146894,5,1,1,1,1,15,0
146896,3,1,1,0,1,7,1
146897,7,0,2,0,1,26,0
146901,10,1,1,0,1,17,1
146904,0,1,1,3,0,7,0
146907,3,0,1,3,1,6,1
146908,3,2,1,1,1,17,1
146911,0,0,1,0,1,22,1
146913,2,2,1,3,1,3,1
146914,10,0,1,1,0,17,1
146917,10,1,0,3,1,17,0
146918,7,1,1,3,0,7,0
146921,3,1,1,3,1,19,1
146922,0,1,1,0,1,17,1
146924,3,1,1,0,0,7,0
146925,0,2,1,0,0,23,1
146926,0,1,1,3,0,26,1
146927,3,1,1,3,0,17,0
146929,0,1,0,3,0,17,1
146932,7,0,1,3,0,5,0
146934,7,1,1,0,1,17,1
146935,3,2,1,1,1,6,1
146940,7,2,1,1,1,7,1
146942,5,0,1,3,0,17,1
146943,2,1,1,0,0,18,0
146944,9,0,2,3,0,15,1
146949,7,0,1,3,1,7,1
146951,9,0,1,1,1,4,1
146952,0,2,1,3,0,15,0
146953,0,0,1,0,0,7,1
146955,0,2,1,0,1,15,0
146957,0,0,1,0,0,17,1
146959,4,0,1,0,0,17,0
146963,3,0,1,1,0,11,1
146964,3,1,1,2,0,26,1
146967,10,0,1,3,0,14,0
146969,3,1,1,2,1,4,0
146970,11,2,1,2,1,9,0
146971,0,0,1,3,1,26,0
146972,7,1,2,2,1,1,0
146978,0,2,1,1,0,4,0
146979,3,0,1,0,1,6,0
146981,0,1,1,3,1,11,0
146982,3,1,1,0,1,17,1
146983,0,1,1,0,1,7,1
146984,1,1,1,0,0,18,0
146987,0,0,1,0,1,24,1
146991,0,0,1,3,0,15,0
146992,0,1,1,3,1,17,1
146993,3,1,1,3,1,18,0
146995,6,1,1,3,1,17,1
146997,0,1,1,3,1,16,1
147000,0,1,1,0,0,24,0
147003,5,0,1,0,0,17,0
147006,2,0,1,3,0,18,1
147007,0,0,1,1,1,15,0
147008,10,0,0,3,0,17,0
147013,0,0,4,3,1,12,1
147015,0,2,1,3,0,5,0
147016,5,2,1,1,0,13,0
147017,3,1,1,0,1,6,0
147020,3,0,1,0,1,7,0
147021,3,0,1,1,0,4,1
147022,5,2,1,3,1,17,1
147023,3,2,1,1,0,4,1
147024,3,0,1,3,1,6,0
147025,10,2,1,3,0,4,0
147026,0,0,1,3,0,15,0
147027,10,1,1,1,0,18,0
147028,10,1,1,3,1,7,1
147031,9,2,1,3,1,17,1
147033,3,2,1,3,0,6,0
147034,7,2,1,0,1,17,1
147036,3,2,1,2,1,12,0
147037,9,1,1,0,1,17,1
147040,3,1,1,0,1,12,0
147047,11,1,2,1,0,15,0
147049,2,1,4,3,1,18,0
147052,0,1,0,3,1,2,0
147053,3,2,1,3,1,6,1
147054,0,1,4,0,0,15,0
147055,10,0,2,0,0,14,0
147057,1,1,1,0,0,18,1
147058,0,2,1,0,0,10,0
147060,5,1,1,0,1,11,1
147065,3,1,1,3,0,14,1
147067,10,1,1,2,0,17,0
147071,0,0,1,3,0,15,1
147073,7,2,1,0,1,15,1
147074,3,0,1,3,0,12,0
147075,0,1,1,0,1,12,0
147076,0,0,1,3,1,15,0
147077,0,2,1,0,0,2,1
147078,7,1,1,2,0,7,0
147079,9,1,1,0,1,4,1
147080,3,1,1,3,0,18,1
147081,3,1,1,0,1,18,1
147083,0,0,1,1,1,15,0
147085,10,1,1,3,0,17,1
147087,3,1,1,3,1,15,1
147088,7,2,1,0,1,17,1
147090,0,1,1,0,1,17,1
147091,2,1,1,0,0,6,1
147092,0,2,1,3,0,12,1
147093,9,2,4,3,0,4,0
147096,3,2,1,3,0,17,1
147103,2,0,1,3,0,17,0
147104,3,2,1,1,0,4,1
147105,0,0,1,1,1,18,1
147106,0,0,1,3,1,23,1
147107,7,2,1,3,0,17,1
147109,0,1,4,0,0,18,1
147110,7,1,1,1,1,6,0
147111,3,0,1,0,0,18,0
147112,6,1,1,3,0,21,1
147115,0,1,1,1,1,12,0
147117,0,0,1,1,0,4,1
147119,11,2,1,3,1,15,1
147120,1,2,1,0,0,1,0
147121,5,1,1,3,0,25,0
147122,1,1,1,3,1,1,1
147125,2,0,1,1,0,17,0
147126,9,1,1,0,1,4,1
147127,10,0,1,1,1,10,1
147134,0,1,1,0,1,22,1
147135,10,1,0,0,1,24,1
147136,3,1,1,0,1,6,1
147137,10,2,1,3,1,17,1
147138,9,1,1,3,0,4,1
147139,2,1,1,3,0,17,1
147140,9,2,0,1,1,17,1
147142,10,2,1,3,1,18,1
147150,3,0,1,1,1,4,1
147151,0,2,1,3,0,20,1
147154,0,1,1,0,1,11,0
147156,1,0,1,0,0,18,0
147157,9,0,1,0,0,17,1
147159,2,1,3,1,0,18,1
147160,10,1,1,0,1,1,0
147161,0,0,1,1,0,15,1
147162,1,1,0,0,1,1,1
147164,9,1,1,0,1,7,1
147167,2,0,1,3,1,17,1
147168,0,0,1,0,1,17,0
147170,1,2,4,3,1,18,1
147173,7,0,1,0,1,12,1
147174,0,0,1,3,1,15,0
147176,7,2,0,0,0,4,1
147177,11,1,1,1,1,15,0
147178,0,2,4,0,1,17,1
147179,0,2,1,3,0,17,0
147182,0,0,0,3,0,17,0
147186,0,1,1,3,0,17,1
147191,0,0,1,3,1,17,1
147193,3,1,1,1,0,11,1
147194,7,0,1,1,1,11,1
147196,3,0,1,3,1,4,1
147197,3,1,1,1,1,6,1
147201,9,0,0,1,1,14,1
147204,2,1,1,3,1,18,0
147206,0,1,1,3,0,22,1
147207,7,1,1,0,0,7,0
147209,0,0,1,1,1,5,1
147210,10,0,1,3,1,17,1
147212,0,0,1,3,0,25,0
147213,3,1,1,3,0,4,1
147214,9,1,1,0,1,4,1
147215,9,0,1,0,1,4,1
147218,9,0,1,3,0,4,1
147219,9,0,2,1,0,17,1
147221,7,1,1,0,1,26,1
147222,10,2,1,0,1,14,0
147223,10,1,1,3,1,20,1
147225,10,1,1,3,1,24,1
147226,3,2,1,3,1,18,1
147229,0,1,1,0,0,20,1
147230,1,1,2,1,1,18,1
147231,0,2,1,3,0,12,0
147232,11,2,2,2,1,13,1
147234,0,1,1,1,1,15,1
147236,0,0,0,3,1,19,0
147238,3,1,0,3,1,18,0
147240,0,1,1,3,0,18,0
147245,7,1,1,1,1,7,0
147246,10,2,1,3,1,14,1
147247,0,1,2,0,0,17,0
147250,10,1,1,2,1,24,0
147252,1,0,2,0,0,18,1
147253,2,1,1,0,0,17,0
147256,9,1,2,2,1,24,1
147257,7,2,1,3,1,17,1
147258,3,2,1,1,0,6,1
147261,10,1,1,0,1,17,1
147262,3,0,1,3,1,15,0
147267,10,1,1,0,0,18,0
147268,10,0,1,0,0,0,1
147273,0,2,1,1,1,15,1
147274,1,1,1,0,0,1,1
147276,3,1,1,3,0,19,0
147278,10,2,1,3,1,18,0
147282,10,1,4,3,1,18,1
147283,9,2,1,3,0,5,1
147285,0,1,1,3,0,18,1
147287,3,0,1,3,1,15,0
147289,3,2,1,1,1,15,1
147291,0,1,0,0,0,20,1
147292,0,0,1,1,0,12,1
147295,0,0,1,3,0,15,1
147297,10,0,1,1,1,4,1
147298,3,1,3,1,1,6,0
147301,0,1,1,0,0,26,1
147303,7,0,1,0,1,17,0
147304,1,1,0,1,0,18,0
147305,3,1,4,0,1,6,0
147306,3,1,1,3,0,15,0
147307,0,1,1,3,0,15,1
147309,7,2,4,3,0,4,0
147310,3,1,4,0,0,15,0
147311,5,1,1,3,0,7,0
147312,0,1,1,0,0,18,0
147316,0,1,1,1,1,15,0
147317,3,0,2,0,1,18,1
147318,0,1,1,3,1,18,1
147319,0,1,1,3,1,24,0
147322,7,1,3,1,1,18,1
147323,9,0,4,1,1,17,1
147326,1,1,1,3,0,1,1
147327,0,0,1,3,1,17,1
147333,0,1,1,0,1,2,1
147337,7,1,1,3,0,9,1
147341,0,0,1,3,1,12,1
147342,0,1,1,1,0,15,1
147343,7,0,1,3,0,7,0
147346,3,0,1,1,1,15,0
147353,3,0,1,1,1,6,1
147355,7,0,1,1,1,17,1
147357,0,0,0,1,0,26,0
147359,2,1,1,0,1,18,1
147360,2,1,1,3,0,6,0
147362,0,0,3,1,1,18,1
147364,0,1,1,3,1,3,1
147366,3,2,1,1,1,17,0
147368,3,0,1,0,0,19,1
147369,2,0,1,3,0,14,0
147370,2,1,1,0,0,18,0
147371,7,2,1,3,1,17,1
147373,0,0,1,3,1,4,0
147375,3,2,1,1,1,6,1
147377,3,2,1,3,0,15,1
147378,3,0,1,3,0,6,1
147380,7,1,0,3,0,7,1
147382,7,1,1,2,0,18,1
147385,7,1,4,3,0,18,1
147388,9,2,1,0,0,18,0
147389,3,0,1,3,1,11,1
147392,3,1,1,3,0,6,0
147394,0,1,1,1,0,15,0
147395,11,2,1,3,0,12,1
147396,0,2,1,3,1,3,1
147398,3,0,0,3,1,25,1
147399,2,2,1,1,0,15,0
147400,1,1,2,1,1,18,0
147403,0,0,1,3,1,17,1
147404,3,2,1,3,1,12,0
147406,10,1,1,3,1,24,1
147407,7,1,1,3,0,11,1
147408,9,2,1,1,1,11,0
147409,2,0,1,3,1,17,0
147410,10,0,1,3,0,6,0
147411,3,0,1,0,1,3,1
147412,10,2,1,1,0,18,1
147413,9,1,1,3,1,17,1
147414,3,1,1,0,1,18,1
147415,7,2,1,0,0,21,1
147416,0,1,1,3,1,26,1
147417,2,2,1,1,1,6,1
147418,0,2,1,0,0,12,1
147419,9,1,1,1,0,4,1
147420,11,1,1,3,0,15,1
147424,0,2,1,3,1,7,1
147425,3,1,1,3,0,18,1
147428,4,0,1,1,1,17,1
147429,2,0,1,1,1,17,1
147430,6,1,1,3,0,6,1
147431,0,1,1,1,0,15,1
147432,10,0,1,3,1,24,1
147433,2,2,4,1,0,21,1
147434,0,0,1,0,0,17,0
147435,7,2,1,1,0,6,1
147438,0,1,1,3,1,18,1
147439,3,0,1,1,1,11,1
147441,0,0,1,3,1,16,1
147442,3,2,1,0,1,5,0
147443,0,2,1,0,1,15,1
147445,0,0,4,3,0,26,0
147446,10,0,4,0,0,1,1
147447,1,2,1,3,1,25,1
147451,10,1,1,0,1,6,1
147452,7,0,1,0,1,12,1
147454,7,1,0,3,1,18,0
147456,10,1,1,0,0,7,1
147457,10,0,1,3,1,17,0
147459,2,1,1,0,0,17,0
147460,0,2,1,3,0,23,1
147462,2,0,1,1,0,15,0
147466,0,0,1,3,0,20,1
147467,10,0,2,3,0,4,0
147468,2,0,1,1,0,15,0
147469,10,1,3,0,0,25,1
147470,10,2,1,0,1,0,1
147471,0,1,4,3,0,22,1
147477,0,1,1,1,0,17,0
147478,1,0,1,0,1,25,1
147483,3,0,1,0,0,4,0
147484,0,1,0,0,1,4,0
147486,10,0,1,0,0,4,1
147488,10,0,4,0,1,24,1
147491,10,2,1,1,0,3,1
147493,3,2,1,1,1,6,1
147495,3,0,1,0,0,12,0
147496,4,1,1,3,1,2,1
147498,5,0,0,1,1,13,1
147501,3,1,1,0,1,7,1
147502,0,0,1,0,1,21,1
147504,3,1,0,0,0,18,0
147505,0,0,4,3,1,15,0
147506,10,1,4,2,1,24,0
147509,1,1,1,3,1,25,1
147510,10,0,1,3,1,17,1
147511,0,0,1,0,1,22,0
147512,0,0,1,3,0,3,1
147513,0,1,1,3,1,19,0
147516,0,2,1,3,1,17,1
147518,4,1,1,1,1,17,1
147521,2,0,1,3,1,15,1
147522,3,0,1,3,0,7,1
147523,0,0,1,3,1,12,0
147525,0,1,1,1,1,15,1
147526,11,1,1,3,0,15,0
147528,0,2,2,3,0,15,1
147531,7,1,1,1,0,7,1
147534,4,1,2,0,0,2,0
147535,7,1,1,3,0,7,1
147539,3,1,1,3,1,18,1
147540,0,1,1,3,0,18,1
147541,0,1,1,2,1,26,1
147542,0,1,2,0,0,1,1
147543,7,0,1,1,1,12,0
147546,0,2,1,3,1,4,0
147549,0,1,1,0,0,18,1
147551,9,1,1,1,1,4,1
147553,5,2,1,3,1,15,1
147556,10,0,4,2,0,0,0
147557,0,0,1,0,0,15,0
147558,7,0,1,0,1,21,1
147559,3,0,1,0,1,17,1
147565,2,1,1,0,0,1,0
147567,10,0,1,0,0,17,1
147568,9,2,1,3,0,23,0
147569,10,1,1,1,0,17,0
147571,0,1,1,0,0,22,0
147574,0,0,1,1,1,17,1
147577,0,0,0,3,1,17,1
147579,3,0,1,3,1,15,1
147580,0,0,1,0,1,21,1
147582,11,2,1,3,1,15,1
147583,0,2,1,0,1,15,1
147587,11,2,1,1,0,15,1
147588,7,2,1,3,0,26,1
147589,0,0,1,3,1,12,0
147592,0,1,1,3,1,17,1
147593,10,1,1,3,1,14,1
147597,0,0,0,3,0,15,0
147598,9,1,1,0,1,17,1
147602,11,1,1,3,0,15,0
147603,10,2,1,1,1,17,1
147608,7,2,1,3,1,4,1
147609,10,1,1,0,0,14,1
147610,0,2,1,1,0,17,1
147611,9,2,1,3,0,12,1
147613,3,2,1,1,1,14,1
147614,0,0,1,3,1,17,1
147617,9,1,1,0,1,4,1
147618,3,0,0,0,1,17,1
147620,7,2,1,3,0,12,0
147626,7,1,1,0,0,24,1
147627,0,2,1,3,0,17,1
147632,0,2,1,3,0,5,0
147633,10,2,1,1,0,17,1
147635,7,0,1,3,1,15,1
147637,0,1,2,3,0,18,1
147638,7,2,1,0,0,17,1
147639,2,0,2,0,1,17,1
147640,3,0,2,3,1,13,0
147641,10,2,1,3,0,15,1
147642,1,0,1,3,0,17,1
147643,2,0,1,3,1,15,1
147648,1,1,4,0,1,18,0
147653,5,1,2,0,1,18,0
147657,2,0,1,3,1,6,1
147661,0,1,2,1,0,15,0
147662,9,1,1,0,1,4,1
147663,0,2,1,0,0,0,1
147664,7,1,1,0,0,19,0
147666,7,1,1,3,0,18,0
147669,0,2,1,0,0,17,0
147670,9,0,1,3,1,17,1
147672,0,2,1,1,1,23,1
147679,1,1,1,0,1,12,0
147681,3,0,1,0,0,3,1
147683,2,2,2,0,1,6,1
147687,11,0,0,3,1,18,0
147688,0,0,2,0,0,12,1
147692,10,2,1,0,1,7,0
147697,0,1,1,2,1,7,0
147698,0,1,2,3,0,18,1
147701,3,2,1,1,1,17,1
147705,10,1,1,1,1,17,0
147707,0,0,1,3,0,15,0
147709,2,1,0,0,1,0,0
147711,9,0,1,0,1,17,1
147716,7,2,1,3,0,15,1
147717,3,2,2,3,0,14,0
147718,3,1,1,3,1,10,0
147719,3,1,1,0,0,8,0
147720,2,1,1,1,1,17,1
147722,3,0,0,3,1,12,0
147723,3,1,1,1,0,17,0
147727,0,2,1,3,1,18,1
147728,10,0,1,1,1,17,0
147730,10,1,1,3,1,14,0
147734,0,1,4,3,1,4,1
147735,9,1,4,1,0,4,1
147736,10,2,1,3,1,19,0
147740,3,1,1,3,1,24,0
147741,7,0,4,0,1,10,0
147744,7,2,1,0,1,7,1
147745,11,1,1,3,1,15,0
147746,1,0,1,3,1,18,1
147747,9,1,1,3,0,4,1
147749,0,0,0,0,0,15,0
147752,0,1,1,0,1,18,0
147753,7,1,3,1,1,18,0
147756,11,0,2,2,1,13,0
147759,3,0,1,3,1,7,1
147761,7,0,1,3,1,18,1
147763,0,0,2,3,0,17,1
147765,10,1,2,1,1,24,1
147766,0,1,1,0,0,24,0
147767,10,2,1,0,0,15,0
147770,0,0,1,3,1,15,0
147771,0,0,1,0,0,22,1
147777,3,1,1,3,1,11,0
147779,0,1,4,2,0,15,0
147781,7,1,1,1,1,18,1
147783,0,1,1,3,0,15,1
147785,10,2,4,3,1,0,1
147787,9,0,1,0,0,17,0
147788,4,1,4,0,1,18,0
147790,7,0,1,0,1,24,1
147791,7,1,1,3,1,4,1
147792,2,1,1,3,1,18,0
147793,10,1,1,0,1,4,0
147794,10,1,0,0,1,17,0
147796,2,2,1,1,1,1,0
147797,0,1,4,0,1,17,0
147799,2,0,1,3,1,17,0
147800,1,2,0,3,1,17,1
147802,7,2,1,1,0,25,1
147803,5,1,1,0,1,19,0
147807,7,0,1,0,0,4,1
147808,0,2,1,3,0,23,1
147811,10,1,1,3,1,17,0
147812,0,1,1,3,0,10,0
147813,0,0,1,3,1,5,0
147814,1,0,1,1,0,18,1
147815,0,1,4,3,0,16,0
147819,3,1,1,0,1,15,1
147820,3,2,1,3,1,16,1
147822,7,0,1,3,0,16,1
147824,3,0,1,3,0,12,1
147826,3,1,1,0,1,7,1
147827,0,1,1,1,1,4,0
147828,0,0,1,0,1,16,1
147831,0,0,4,0,1,11,0
147835,2,1,2,0,1,18,1
147836,0,2,1,1,1,5,1
147837,0,1,1,2,0,22,0
147839,0,0,1,1,1,5,1
147841,7,1,2,2,0,24,1
147843,10,1,1,3,1,14,1
147844,0,1,1,3,1,2,1
147847,0,2,1,3,1,5,0
147848,10,0,2,0,1,4,0
147855,7,0,1,3,0,15,1
147856,10,1,1,3,1,17,0
147857,3,1,1,3,0,18,1
147858,10,2,1,3,1,17,1
147861,3,1,1,3,1,7,0
147864,2,1,1,3,0,17,1
147866,0,2,1,3,0,17,1
147867,10,1,1,1,0,4,1
147869,10,1,1,2,0,24,0
147870,9,2,1,3,0,14,1
147875,9,2,1,3,0,12,1
147876,10,0,1,0,1,17,1
147881,3,1,1,0,0,3,0
147882,1,1,2,0,1,24,0
147886,9,0,1,3,1,3,0
147888,10,0,1,3,0,4,1
147890,7,1,1,3,1,18,0
147891,10,0,1,0,0,17,1
147892,10,1,1,3,1,17,1
147894,10,2,1,1,1,17,1
147896,10,0,1,3,1,24,1
147900,5,2,1,1,1,24,1
147901,0,2,0,0,0,15,0
147903,3,2,1,3,1,11,1
