,PrimaryColor,PrimaryBreed,IntakeInternalStatus,ReproductiveStatusAtIntake,BreedCategory,Pet_age_category,BinaryOutcome,Sex
133123,WHITE,PIT BULL TERRIER,NORMAL,ALTERED,Two,Young,Take,Male
133124,BLACK,BORDER COLLIE,NORMAL,FERTILE,Mix,Young,Take,Male
133125,BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Take,Female
133128,RED,BEAGLE,NORMAL,FERTILE,Mix,Young,Take,Female
133134,WHITE,POODLE - MINIATURE,NORMAL,FERTILE,Pure,Young,Take,Male
133135,BLACK,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Mix,Young,Take,Male
133136,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Take,Female
133138,GRAY,STAFFORDSHIRE BULL TERRIER,INJURED,FERTILE,Pure,Young,Deny,Female
133140,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Young,Take,Female
133143,WHITE,RAT TERRIER,NORMAL,FERTILE,Two,Baby,Deny,Male
133145,TAN,CAIRN TERRIER,INJURED,ALTERED,Pure,Adult,Deny,Male
133147,TRICOLOR,COLLIE - SMOOTH,NORMAL,FERTILE,Pure,Adult,Take,Female
133148,BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,Young,Deny,Male
133149,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Take,Female
133151,TAN,AMERICAN STAFFORDSHIRE TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
133152,WHITE,SHIH TZU,NORMAL,FERTILE,Two,Young,Take,Male
133155,BLACK,BOSTON TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
133156,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Baby,Take,Male
133160,BROWN,PIT BULL TERRIER,OTHER,FERTILE,Pure,Young,Take,Male
133168,TAN,GERMAN SHEPHERD DOG,FEARFUL,FERTILE,Two,Adult,Take,Female
133171,BROWN,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Baby,Take,Male
133172,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Take,Female
133173,BROWN,BEAGLE,NORMAL,FERTILE,Pure,Adult,Take,Female
133176,BLACK,SCOTTISH TERRIER,NORMAL,FERTILE,Two,Young,Take,Female
133179,BROWN,ENGLISH FOXHOUND,NORMAL,FERTILE,Mix,Young,Deny,Female
133181,BLACK,ROTTWEILER,NORMAL,ALTERED,Mix,Baby,Take,Female
133183,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Male
133185,BROWN,CHOW CHOW,NORMAL,FERTILE,Mix,Baby,Deny,Male
133186,TAN,CHIHUAHUA - SMOOTH COATED,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Male
133187,TRICOLOR,COLLIE - ROUGH,NORMAL,FERTILE,Two,Baby,Deny,Male
133190,TAN,DACHSHUND - LONGHAIRED,NORMAL,FERTILE,Two,Baby,Deny,Female
133191,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Adult,Take,Female
133193,TRICOLOR,TREEING WALKER COONHOUND,NORMAL,FERTILE,Mix,Young,Take,Male
133195,BROWN,JACK RUSS TER,NORMAL,FERTILE,Pure,Baby,Deny,Male
133196,WHITE,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Deny,Male
133197,BLACK,DACHSHUND,EMACIATED,FERTILE,Pure,Adult,Take,Female
133198,BROWN,CHIHUAHUA - SMOOTH COATED,OTHER,FERTILE,Mix,Adult,Take,Male
133199,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Baby,Deny,Female
133200,WHITE,MALTESE,NORMAL,FERTILE,Mix,Adult,Take,Male
133202,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
133206,WHITE,RAT TERRIER,NORMAL,ALTERED,Two,Young,Take,Male
133207,TAN,COLLIE - SMOOTH,NORMAL,ALTERED,Mix,Adult,Deny,Female
133209,BROWN,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Pure,Adult,Deny,Male
133210,TAN,CATAHOULA LEOPARD HOUND,NORMAL,FERTILE,Two,Baby,Take,Male
133211,WHITE,POMERANIAN,NORMAL,FERTILE,Pure,Young,Take,Male
133216,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Young,Take,Female
133217,TAN,BEAGLE,NORMAL,FERTILE,Pure,,Deny,Female
133219,WHITE,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Mix,Adult,Take,Male
133221,WHITE,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Female
133222,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
133224,BLACK BRINDLE,MASTIFF,NORMAL,ALTERED,Mix,Adult,Deny,Male
133228,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,,Take,Female
133229,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Two,Young,Take,Female
133230,TAN,AMERICAN BULLDOG,NORMAL,FERTILE,Pure,Adult,Deny,Male
133231,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,Baby,Take,Female
133232,FAWN,PUG,NORMAL,FERTILE,Two,Adult,Take,Female
133233,TAN,CATAHOULA LEOPARD HOUND,NORMAL,FERTILE,Mix,Young,Take,Male
133235,TAN,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Young,Take,Female
133236,WHITE,AMERICAN BULLDOG,NORMAL,ALTERED,Mix,Adult,Take,Female
133237,SABLE,BOXER,NORMAL,ALTERED,Pure,Adult,Deny,Male
133238,BROWN,NORFOLK TERRIER,NORMAL,FERTILE,Pure,Young,Take,Female
133240,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
133241,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Young,Deny,Male
133243,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Young,Deny,Female
133244,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
133246,BLACK,BICHON FRISE,NORMAL,FERTILE,Mix,Adult,Take,Female
133247,WHITE,GREAT PYRENEES,NORMAL,FERTILE,Pure,Adult,Deny,Female
133249,BROWN,DACHSHUND,NORMAL,FERTILE,Pure,Young,Deny,Female
133250,WHITE,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Mix,Baby,Take,Female
133251,BLACK,BOSTON TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133253,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Deny,Male
133254,RED,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Young,Deny,Male
133256,BLUE,AMERICAN STAFFORDSHIRE TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Male
133257,BROWN MERLE,CATAHOULA LEOPARD HOUND,FEARFUL,FERTILE,Pure,Young,Deny,Female
133258,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Mix,Adult,Take,Male
133260,WHITE,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Deny,Female
133261,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Female
133262,TAN,TOY FOX TERRIER,FEARFUL,ALTERED,Pure,Adult,Deny,Male
133263,BLACK,CHIHUAHUA - LONG HAIRED,EMACIATED,FERTILE,Mix,Young,Deny,Male
133265,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Adult,Take,Male
133266,BLACK,CAIRN TERRIER,NORMAL,FERTILE,Mix,Adult,Take,Male
133268,BLACK,POODLE - STANDARD,SICK,ALTERED,Two,Young,Take,Male
133270,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Take,Male
133273,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Deny,Male
133275,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Take,Female
133276,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Baby,Take,Female
133277,BLACK,DACHSHUND,NORMAL,ALTERED,Two,Young,Take,Male
133278,BROWN,BEAGLE,OTHER,FERTILE,Mix,Adult,Deny,Male
133279,BLUE,PIT BULL TERRIER,EMACIATED,FERTILE,Pure,Adult,Deny,Female
133280,BROWN,SIBERIAN HUSKY,NORMAL,FERTILE,Two,Young,Take,Male
133282,GRAY,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Male
133291,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,,Take,Male
133292,WHITE,BEAGLE,SICK,FERTILE,Two,Adult,Deny,Male
133296,TAN,PIT BULL TERRIER,SICK,FERTILE,Pure,Adult,Take,Male
133298,BROWN BRINDLE,LABRADOR RETRIEVER,AGGRESSIVE,ALTERED,Mix,Adult,Deny,Female
133300,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Baby,Deny,Male
133301,WHITE,SHIH TZU,OTHER,FERTILE,Pure,Adult,Deny,Male
133302,RED,SHETLAND SHEEPDOG,NORMAL,ALTERED,Two,Young,Take,Male
133303,WHITE,BEAGLE,NORMAL,FERTILE,Mix,,Deny,Male
133305,BLACK,SIBERIAN HUSKY,NORMAL,FERTILE,Pure,Young,Deny,Male
133306,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Baby,Take,Female
133308,BROWN,CHIHUAHUA - SMOOTH COATED,SICK,FERTILE,Pure,Young,Take,Male
133309,GRAY,MASTIFF,NORMAL,FERTILE,Mix,Adult,Take,Female
133310,BROWN BRINDLE,PLOTT HOUND,NORMAL,FERTILE,Pure,Adult,Deny,Female
133311,BROWN,YORKSHIRE TERRIER,NORMAL,FERTILE,Two,Baby,Deny,Male
133313,BLACK,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Deny,Female
133317,WHITE,BOXER,NORMAL,FERTILE,Pure,Adult,Take,Female
133319,BLUE,MASTIFF,NORMAL,ALTERED,Mix,Adult,Take,Male
133320,BLACK,BORDER COLLIE,NORMAL,FERTILE,Two,Young,Take,Female
133324,BLACK,POODLE - MINIATURE,NORMAL,FERTILE,Two,Senior,Take,Male
133326,BLUE,PIT BULL TERRIER,OTHER,FERTILE,Pure,Adult,Deny,Male
133328,TAN,CHIHUAHUA - SMOOTH COATED,OTHER,FERTILE,Pure,Adult,Take,Male
133330,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Take,Female
133331,CHOCOLATE,AMERICAN BULLDOG,NORMAL,FERTILE,Mix,Baby,Take,Male
133333,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Female
133334,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Male
133338,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Take,Male
133340,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133343,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
133344,WHITE,JACK RUSS TER,NORMAL,FERTILE,Pure,Adult,Take,Male
133345,WHITE,RAT TERRIER,NORMAL,ALTERED,Pure,Baby,Take,Female
133346,TRICOLOR,BEAGLE,NORMAL,ALTERED,Mix,Young,Take,Female
133348,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,,Deny,Female
133350,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Male
133351,FAWN,BOXER,NORMAL,FERTILE,Pure,,Deny,Female
133354,FAWN,DACHSHUND,NORMAL,FERTILE,Mix,Baby,Deny,Male
133358,BROWN,BOXER,EMACIATED,ALTERED,Pure,Adult,Deny,Female
133359,TAN,PUG,FEARFUL,ALTERED,Two,Adult,Take,Female
133362,BLACK,ROTTWEILER,NORMAL,FERTILE,Mix,Young,Take,Female
133364,RED,CANAAN DOG,NORMAL,FERTILE,Pure,Young,Deny,Male
133366,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Take,Male
133368,BLACK,MINIATURE PINSCHER,NORMAL,FERTILE,Mix,Baby,Deny,Male
133369,BLACK,KOREAN JINDO,NORMAL,FERTILE,Two,Adult,Take,Male
133374,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,Adult,Take,Male
133376,GRAY,GREAT DANE,NORMAL,FERTILE,Mix,Young,Deny,Female
133379,BLACK,MALTESE,NORMAL,FERTILE,Two,Adult,Take,Female
133385,BROWN,JACK RUSS TER,NORMAL,FERTILE,Two,Young,Deny,Male
133387,TAN,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Pure,Young,Deny,Male
133389,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133392,BLACK,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Pure,Young,Deny,Female
133393,BUFF,BORDER COLLIE,NORMAL,FERTILE,Two,Adult,Deny,Female
133395,TAN,SHIH TZU,NORMAL,FERTILE,Pure,Young,Take,Male
133399,WHITE,BULL TERRIER,INJURED,FERTILE,Mix,Adult,Take,Female
133401,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
133404,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Young,Deny,Male
133405,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Baby,Deny,Male
133407,BLACK,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Pure,Baby,Take,Male
133408,BROWN BRINDLE,PLOTT HOUND,NORMAL,ALTERED,Two,Adult,Take,Male
133409,BROWN,BEAGLE,NORMAL,FERTILE,Two,Young,Take,Female
133411,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Male
133412,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Take,Female
133416,TAN,YORKSHIRE TERRIER,OTHER,FERTILE,Mix,Adult,Take,Female
133417,BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Two,Adult,Deny,Male
133422,TRICOLOR,CHOW CHOW,SICK,ALTERED,Mix,Baby,Deny,Male
133424,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Young,Take,Female
133426,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
133427,BLACK,COCKER SPANIEL,NORMAL,ALTERED,Mix,Adult,Deny,Female
133428,BLACK,CHINESE SHARPEI,NORMAL,FERTILE,Pure,Baby,Take,Male
133429,WHITE,CAIRN TERRIER,OTHER,FERTILE,Pure,Adult,Take,Male
133430,TAN,IBIZAN HOUND,NORMAL,FERTILE,Two,Young,Take,Female
133431,WHITE,SHIH TZU,NORMAL,ALTERED,Pure,Adult,Take,Female
133432,WHITE,SCHNAUZER - MINIATURE,NORMAL,ALTERED,Two,Baby,Deny,Male
133434,TAN,BOXER,NORMAL,FERTILE,Two,Young,Deny,Female
133435,WHITE,COLLIE - SMOOTH,NORMAL,FERTILE,Mix,Adult,Take,Male
133440,BROWN,AMERICAN PIT BULL TERRIER,NORMAL,ALTERED,Pure,Baby,Deny,Male
133441,TAN,CHIHUAHUA - SMOOTH COATED,FEARFUL,FERTILE,Pure,Young,Deny,Male
133443,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Young,Take,Female
133444,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Two,Young,Deny,Male
133445,BROWN,DACHSHUND - LONGHAIRED,NORMAL,FERTILE,Pure,Young,Take,Female
133449,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Take,Female
133450,BROWN MERLE,AUSTRALIAN CATTLE DOG,NORMAL,ALTERED,Mix,Adult,Deny,Female
133453,BROWN,CHOW CHOW,NORMAL,FERTILE,Pure,Adult,Deny,Male
133454,TRICOLOR,BEAGLE,AGED,FERTILE,Pure,Senior,Deny,Male
133457,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
133458,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Deny,Male
133461,TAN,SHETLAND SHEEPDOG,NORMAL,FERTILE,Mix,Young,Take,Female
133464,SILVER,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Deny,Male
133466,WHITE,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Male
133468,TAN,COCKER SPANIEL,NORMAL,FERTILE,Pure,Adult,Deny,Male
133470,BROWN,YORKSHIRE TERRIER,NORMAL,FERTILE,Pure,Senior,Take,Male
133473,TRICOLOR,BEAGLE,FEARFUL,FERTILE,Pure,Adult,Deny,Male
133476,BLACK,BOXER,EMACIATED,FERTILE,Two,Young,Take,Female
133477,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Take,Male
133482,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Take,Female
133485,TRICOLOR,PUG,NORMAL,FERTILE,Two,Adult,Take,Male
133489,GRAY,SHIH TZU,NORMAL,FERTILE,Pure,Young,Take,Male
133490,WHITE,ENGLISH BULLDOG,NORMAL,FERTILE,Two,Young,Deny,Male
133491,BROWN,SHIH TZU,NORMAL,ALTERED,Two,Baby,Take,Female
133493,BLACK,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Mix,Young,Take,Male
133494,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Senior,Deny,Female
133495,BLACK,BORDER COLLIE,NORMAL,FERTILE,Two,Baby,Take,Male
133496,RED,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Female
133497,BLACK,FLAT-COATED RETRIEVER,OTHER,FERTILE,Mix,Baby,Deny,Male
133498,TRICOLOR,WHIPPET,NORMAL,ALTERED,Two,Young,Deny,Male
133499,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Take,Male
133501,GRAY,SHIH TZU,NORMAL,FERTILE,Pure,Young,Take,Female
133502,BROWN BRINDLE,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Young,Take,Male
133505,BLACK,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Mix,Adult,Deny,Female
133506,GRAY,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Mix,Young,Take,Female
133507,BLACK,COCKER SPANIEL,NORMAL,FERTILE,Pure,Adult,Deny,Male
133509,BLUE,BEAGLE,FEARFUL,ALTERED,Mix,Adult,Deny,Female
133510,BLACK,SHIH TZU,NORMAL,ALTERED,Pure,Young,Take,Female
133511,TAN,AFFENPINSCHER,NORMAL,FERTILE,Pure,Adult,Deny,Male
133514,GRAY,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Female
133515,TAN,SHIH TZU,NORMAL,FERTILE,Pure,Young,Take,Female
133520,BROWN,BLACK MOUTH CUR,EMACIATED,FERTILE,Two,Young,Take,Female
133521,BLACK,LABRADOR RETRIEVER,OBESE,ALTERED,Pure,Adult,Deny,Male
133522,WHITE,BEAGLE,NORMAL,ALTERED,Two,Young,Deny,Female
133525,BLACK,CHOW CHOW,NORMAL,FERTILE,Mix,Baby,Take,Male
133528,BROWN,BASENJI,NORMAL,FERTILE,Two,Adult,Take,Male
133529,BLACK,BORDER COLLIE,NORMAL,FERTILE,Pure,Adult,Deny,Female
133530,TAN,DACHSHUND,NORMAL,FERTILE,Pure,Adult,Take,Male
133531,SILVER,YORKSHIRE TERRIER,EMACIATED,FERTILE,Two,Young,Take,Male
133534,TAN,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Young,Deny,Female
133537,GRAY,POODLE - MINIATURE,INJURED,FERTILE,Two,Adult,Take,Male
133538,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Deny,Female
133540,BLACK,BEAGLE,NORMAL,FERTILE,Two,Young,Take,Male
133541,TAN,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Take,Female
133542,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Take,Male
133544,TRICOLOR,AUSTRALIAN SHEPHERD,NORMAL,ALTERED,Two,Adult,Take,Male
133545,BROWN,YORKSHIRE TERRIER,FEARFUL,FERTILE,Mix,Young,Deny,Male
133546,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
133547,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Male
133549,BLACK,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Take,Male
133556,WHITE,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Take,Male
133557,TAN,AUSTRALIAN SHEPHERD,FEARFUL,FERTILE,Mix,Adult,Take,Female
133559,BLACK,MINIATURE PINSCHER,NORMAL,FERTILE,Pure,Adult,Take,Male
133561,WHITE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Take,Male
133562,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Take,Male
133564,BROWN BRINDLE,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,,Take,Female
133569,CHOCOLATE,POMERANIAN,NORMAL,FERTILE,Pure,Young,Take,Male
133571,WHITE,BORDER COLLIE,NORMAL,FERTILE,Mix,Young,Deny,Female
133573,RED MERLE,IBIZAN HOUND,NORMAL,FERTILE,Two,Young,Deny,Female
133574,TAN,POMERANIAN,NORMAL,FERTILE,Pure,Young,Take,Male
133577,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Take,Female
133578,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Take,Female
133580,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Young,Take,Male
133589,WHITE,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Take,Female
133593,BROWN,LABRADOR RETRIEVER,FEARFUL,FERTILE,Mix,Young,Take,Female
133598,BLACK,GERMAN SHEPHERD DOG,OTHER,FERTILE,Pure,Young,Take,Male
133599,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Male
133601,BLACK,MINIATURE PINSCHER,NORMAL,FERTILE,Mix,Young,Take,Male
133602,BLACK,ROTTWEILER,NORMAL,FERTILE,Two,Baby,Take,Male
133604,BROWN,PIT BULL TERRIER,HEARTWORM,FERTILE,Pure,Senior,Take,Male
133605,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Take,Male
133607,WHITE,LHASA APSO,NORMAL,FERTILE,Mix,Adult,Deny,Male
133609,WHITE,GERMAN SHEPHERD DOG,AGG ANIMAL,FERTILE,Pure,Young,Deny,Female
133610,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Senior,Deny,Male
133611,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Adult,Take,Female
133616,BROWN,COLLIE - ROUGH,NORMAL,ALTERED,Two,Baby,Take,Male
133623,BLACK,PIT BULL TERRIER,RINGWORM,FERTILE,Pure,Young,Take,Female
133624,BROWN,BOXER,NORMAL,FERTILE,Mix,Baby,Take,Female
133627,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Two,,Deny,Male
133629,TRICOLOR,JACK RUSS TER,NORMAL,FERTILE,Pure,Adult,Take,Male
133630,BROWN,BOXER,NORMAL,FERTILE,Pure,Adult,Deny,Male
133631,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,,Take,Male
133633,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Mix,Baby,Deny,Female
133635,BLACK,AUSTRALIAN CATTLE DOG,OTHER,FERTILE,Mix,Young,Deny,Female
133637,RED,STAFFORDSHIRE BULL TERRIER,NORMAL,ALTERED,Mix,Young,Take,Female
133638,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Take,Male
133643,WHITE,POINTER,NORMAL,FERTILE,Two,Young,Take,Female
133644,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Adult,Deny,Male
133645,BROWN BRINDLE,CAIRN TERRIER,NORMAL,FERTILE,Two,Young,Take,Male
133646,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133647,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133648,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Mix,Adult,Deny,Male
133651,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Young,Take,Male
133656,GRAY,PIT BULL TERRIER,FEARFUL,FERTILE,Pure,Young,Deny,Female
133657,FAWN,PIT BULL TERRIER,NURSING,FERTILE,Pure,Baby,Take,Female
133658,BROWN,DACHSHUND,NORMAL,FERTILE,Pure,Adult,Take,Male
133659,TRICOLOR,BASSET HOUND,NORMAL,FERTILE,Pure,Young,Deny,Male
133660,TAN,BEAGLE,NORMAL,FERTILE,Pure,,Take,Female
133663,FAWN,CAIRN TERRIER,NORMAL,FERTILE,Two,Young,Deny,Female
133667,WHITE,ENGLISH SETTER,SICK,FERTILE,Pure,,Deny,Male
133674,BROWN,ST BERNARD - SMOOTH COATED,NORMAL,FERTILE,Two,Baby,Take,Male
133676,WHITE,AMERICAN BULLDOG,NORMAL,FERTILE,Pure,Young,Deny,Female
133677,BLACK,SHIH TZU,SICK,FERTILE,Pure,Adult,Deny,Male
133680,BROWN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
133681,CHOCOLATE,DACHSHUND,NORMAL,FERTILE,Mix,Young,Take,Female
133682,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Pure,Young,Take,Female
133683,BROWN,RAT TERRIER,NORMAL,FERTILE,Two,Young,Take,Male
133688,BROWN,SHIBA INU,NORMAL,FERTILE,Mix,Young,Take,Male
133689,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Take,Male
133690,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Adult,Take,Male
133691,BLACK BRINDLE,BORDER COLLIE,FEARFUL,FERTILE,Mix,Young,Deny,Male
133692,CREAM,GOLDEN RETRIEVER,EMACIATED,FERTILE,Mix,Young,Deny,Female
133693,BLACK,SIBERIAN HUSKY,NORMAL,FERTILE,Two,Baby,Take,Female
133696,BLACK,CAIRN TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
133697,BLACK,RAT TERRIER,NORMAL,FERTILE,Mix,,Take,Female
133699,WHITE,POODLE - MINIATURE,NORMAL,FERTILE,Pure,Adult,Take,Male
133700,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Take,Female
133701,TAN,CAIRN TERRIER,FEARFUL,FERTILE,Pure,Young,Deny,Female
133702,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Take,Male
133703,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,Baby,Deny,Male
133711,CHOCOLATE,CHIHUAHUA - LONG HAIRED,FEARFUL,FERTILE,Mix,Senior,Deny,Female
133712,WHITE,AMERICAN BULLDOG,NORMAL,FERTILE,Mix,Young,Take,Male
133713,RED,GOLDEN RETRIEVER,NORMAL,FERTILE,Pure,Adult,Take,Female
133716,BROWN BRINDLE,PIT BULL TERRIER,OTHER,FERTILE,Pure,Young,Deny,Male
133717,TAN,BOXER,NORMAL,ALTERED,Mix,Baby,Take,Male
