Name,Breed,Color,Sex,Size,DateOfBirth,IntakeDate,OutcomeDate,DaysinShelter,IntakeType,OutcomeType
LILLY,CHINESE SHARPEI,TAN,Female,MED,,04/27/2018,12/5/2018,15,OWNER SURRENDER,EUTHANIZE
ROMO,POMERANIAN,ORANGE/BLACK,Neutered,TOY,06/22/2008,8/11/2016,8/11/2016,0,STRAY,RETURN TO OWNER
PEARL,GERM SH POINT,BROWN/WHITE,Spayed,MED,7/1/2011,7/11/2015,7/11/2015,0,STRAY,RETURN TO OWNER
PRECIOUS,SHIH TZU/MIX,BROWN/BLACK,Female,TOY,,05/17/2019,4/6/2019,18,CONFISCATE,TRANSFER
SPARKY,FOX TERR SMOOTH,BROWN/WHITE,Neutered,SMALL,11/29/2007,03/16/2018,03/22/2018,6,OWNER SURRENDER,RETURN TO OWNER
LUCY,PIT BULL,WHITE/BLACK,Spayed,MED,6/7/2011,10/4/2017,04/13/2017,3,STRAY,RETURN TO OWNER
SAMMY,POODLE MIN,TAN,Neutered,SMALL,07/17/2013,2/8/2014,08/13/2014,11,ADOPTION RETURN,ADOPTION
RAMBO,GERM SHEPHERD,BLACK/TAN,Male,LARGE,,01/19/2016,9/2/2016,21,STRAY,EUTHANIZE
SKY,SIBERIAN HUSKY,WHITE/GRAY,Spayed,LARGE,04/17/2014,11/2/2016,02/27/2016,16,STRAY,RETURN TO OWNER
CHLOE,SCOT TERRIER/MIX,BLACK,Spayed,SMALL,11/5/2007,10/18/2016,10/18/2016,0,STRAY,RETURN TO OWNER
*DESMOND,PIT BULL/MIX,BR BRINDLE/WHITE,Neutered,PUPPY,04/17/2014,07/17/2014,2/8/2014,16,STRAY,ADOPTION
LIBERTY,BOXER,BROWN,Female,MED,11/11/2016,10/5/2019,11/5/2019,1,STRAY,RETURN TO OWNER
*FRED,BORDER COLLIE/MIX,WHITE/BLACK,Neutered,MED,9/7/2016,11/22/2016,12/21/2016,29,STRAY,ADOPTION
MIA,CHIHUAHUA SH/MIX,FAWN,Spayed,TOY,06/26/2016,2/6/2017,06/29/2017,27,STRAY,ADOPTION
KITA,GERM SHEPHERD,BLACK/TAN,Female,LARGE,01/20/2013,11/4/2016,04/28/2016,17,STRAY,EUTHANIZE
CHLOE,LABRADOR RETR,BLACK,Spayed,LARGE,2/1/2011,4/9/2015,4/9/2015,0,STRAY,RETURN TO OWNER
BELLA,CHIHUAHUA SH/PIT BULL,BL BRINDLE,Spayed,MED,04/28/2005,04/27/2017,04/28/2017,1,STRAY,RETURN TO OWNER
MUNECA,GERM SHEPHERD/MIX,TAN/WHITE,Female,LARGE,12/10/2016,10/10/2019,12/10/2019,2,STRAY,RETURN TO OWNER
LADY,TR WALKER HOUND/MIX,TRICOLOR,Spayed,MED,12/24/2017,6/7/2019,8/7/2019,2,ADOPTION RETURN,TRANSFER
,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,,10/3/2017,10/3/2017,0,STRAY,RETURN TO OWNER
LOLA,DACHSHUND/COLLIE ROUGH,BR BRINDLE,Spayed,SMALL,2/11/2014,1/11/2016,2/11/2016,1,STRAY,RETURN TO OWNER
SHYLA,CAIRN TERRIER/MIX,BLACK,Spayed,SMALL,4/6/2012,01/30/2014,02/21/2014,22,OWNER SURRENDER,ADOPTION
BEAR,DOBERMAN PINSCH/MIX,BROWN/TAN,Male,MED,11/9/2015,02/15/2018,3/3/2018,16,CONFISCATE,EUTHANIZE
*HELEN,CHINESE SHARPEI/MIX,BLACK,Female,LARGE,,09/20/2018,10/22/2018,32,STRAY,TRANSFER
*RUFUS,PIT BULL,FAWN/WHITE,Neutered,LARGE,01/27/2009,12/1/2016,03/25/2016,73,STRAY,EUTHANIZE
SKEETER,CHIHUAHUA SH/YORKSHIRE TERR,BLACK/BROWN,Neutered,SMALL,4/10/2012,11/29/2014,2/12/2014,3,STRAY,RETURN TO OWNER
*JAZMINE,GERM SHEPHERD,TAN/BLACK,Spayed,MED,11/6/2016,05/31/2019,06/13/2019,13,STRAY,ADOPTION
,GOLDEN RETR,GOLD,Neutered,LARGE,8/4/2008,8/4/2015,04/16/2015,8,STRAY,TRANSFER
BANDIT,CHIHUAHUA SH,WHITE/GRAY,Neutered,TOY,04/25/2011,5/4/2014,04/27/2014,22,STRAY,ADOPTION
LUCKY,PIT BULL,WHITE/BROWN,Neutered,X-LRG,,03/16/2015,03/18/2015,2,OWNER SURRENDER,EUTHANIZE
ROSCOE,PIT BULL,BROWN/WHITE,Male,MED,2/10/2013,09/25/2015,2/10/2015,7,STRAY,RETURN TO OWNER
CHARLIE,MALTESE/POODLE MIN,WHITE,Neutered,SMALL,1/11/2011,11/25/2014,11/26/2014,1,ADOPTION RETURN,ADOPTION
OSA,GERM SHEPHERD/PIT BULL,BLACK/TAN,Female,MED,,12/5/2014,05/23/2014,11,QUARANTINE,EUTHANIZE
*ZENA,PIT BULL,BROWN/BR BRINDLE,Spayed,MED,04/25/2013,04/25/2015,07/25/2015,91,STRAY,ADOPTION
MR MILO,POMERANIAN,TAN,Neutered,TOY,3/6/2012,3/6/2017,3/6/2017,0,STRAY,RETURN TO OWNER
*ANNIE,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,10/4/2013,08/18/2014,02/28/2015,194,CONFISCATE,ADOPTION
*PATSY,CHIHUAHUA SH/MIX,BL BRINDLE,Spayed,TOY,04/23/2006,6/6/2014,7/6/2014,1,OWNER SURRENDER,ADOPTION
,CHIHUAHUA SH,WHITE/BROWN,Female,TOY,6/8/2006,6/8/2016,08/19/2016,13,STRAY,EUTHANIZE
BEEKER,GREAT PYRENEES,WHITE,Male,X-LRG,10/10/2012,10/10/2017,10/16/2017,6,STRAY,RETURN TO OWNER
ZEUS,PIT BULL,BROWN/WHITE,Neutered,MED,06/14/2013,11/25/2018,5/12/2018,10,STRAY,RETURN TO OWNER
SPOTTY,PARSON RUSS TER/MIX,TRICOLOR,Female,SMALL,,07/18/2019,07/18/2019,0,STRAY,RETURN TO OWNER
LOKI,PIT BULL,GRAY,Neutered,LARGE,01/28/2010,04/30/2016,11/5/2016,11,OWNER SURRENDER,EUTHANIZE
,CAIRN TERRIER,BROWN,Spayed,PUPPY,10/23/2015,07/23/2016,11/8/2016,19,STRAY,ADOPTION
KILO,PIT BULL,BROWN,Neutered,LARGE,07/30/2010,01/16/2014,01/17/2014,1,STRAY,RETURN TO OWNER
FINN,GERM SHEPHERD/MIX,BL BRINDLE,Neutered,MED,06/28/2014,04/20/2015,04/30/2015,10,STRAY,ADOPTION
LILY,DACHSHUND LH/MIX,RED,Spayed,SMALL,04/19/2015,03/25/2016,04/21/2016,27,CONFISCATE,ADOPTION
ROXY,LABRADOR RETR/MIX,BROWN/WHITE,Spayed,LARGE,04/30/2010,10/24/2017,10/26/2017,2,STRAY,RETURN TO OWNER
NENAGH (NINA),GERM SHEPHERD,BROWN/BLACK,Spayed,MED,01/28/2015,4/11/2015,5/11/2015,1,ADOPTION RETURN,ADOPTION
,DACHSHUND/MIX,BROWN/TAN,Male,PUPPY,03/25/2019,06/25/2019,8/7/2019,13,STRAY,TRANSFER
ABIGAIL,CHIHUAHUA SH,TAN,Female,SMALL,12/17/2013,12/17/2016,12/17/2016,0,STRAY,RETURN TO OWNER
SULLY,POODLE MIN,WHITE,Male,SMALL,11/8/2015,10/2/2017,11/2/2017,1,STRAY,RETURN TO OWNER
BIRD DOG,CHIHUAHUA SH,BLACK/WHITE,Male,TOY,7/8/2012,7/8/2014,9/8/2014,2,TRANSFER,RETURN TO OWNER
*GORDIE,PIT BULL,FAWN,Neutered,LARGE,10/16/2014,3/5/2017,9/6/2017,37,OWNER SURRENDER,EUTHANIZE
NEKO,CHIHUAHUA SH/MIX,BROWN/TAN,Neutered,SMALL,1/10/2013,09/27/2017,7/10/2017,10,QUARANTINE,RETURN TO OWNER
LUCKY,RHOD RIDGEBACK,BROWN,Neutered,X-LRG,,07/21/2015,07/22/2015,1,STRAY,RETURN TO OWNER
SAM,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,01/17/2008,01/17/2014,01/17/2014,0,STRAY,RETURN TO OWNER
PALLASO,PIT BULL,BLACK/WHITE,Male,MED,,8/12/2015,12/16/2015,8,QUARANTINE,EUTHANIZE
FINNEGAN,SIBERIAN HUSKY,WHITE,Neutered,LARGE,,07/19/2014,07/19/2014,0,STRAY,RETURN TO OWNER
ENRIQUE,CHIHUAHUA SH,BROWN,Neutered,TOY,7/2/2013,7/2/2015,02/19/2015,12,STRAY,ADOPTION
SHAMROCK,PIT BULL,BLUE/WHITE,Spayed,LARGE,,1/11/2014,4/11/2014,3,STRAY,RETURN TO OWNER
BRUNA,PIT BULL,BROWN/WHITE,Female,LARGE,,02/17/2016,5/3/2016,17,STRAY,EUTHANIZE
HUEY,CHIHUAHUA SH,BROWN,Neutered,SMALL,,04/28/2017,04/28/2017,0,STRAY,RETURN TO OWNER
ONYX,AUST SHEPHERD/GERM SHEPHERD,BLACK,Neutered,MED,07/16/2005,07/16/2017,07/18/2017,2,STRAY,RETURN TO OWNER
TINGLE,BORDER COLLIE/MIX,BLACK,Neutered,MED,04/24/2014,11/21/2015,2/12/2015,11,OWNER SURRENDER,EUTHANIZE
WYNO,PIT BULL/MIX,BROWN,Male,LARGE,02/27/2010,02/27/2014,12/3/2014,13,OWNER SURRENDER,EUTHANIZE
PIPPIN,GREAT PYRENEES,WHITE,Neutered,X-LRG,6/3/2013,6/3/2016,03/24/2016,18,QUARANTINE,RETURN TO OWNER
SPIKE,GERM SHEPHERD,TAN/BLACK,Male,LARGE,02/13/2010,1/3/2017,2/3/2017,1,STRAY,RETURN TO OWNER
,SIBERIAN HUSKY/MIX,BLACK/WHITE,Male,LARGE,,09/27/2019,10/23/2019,26,STRAY,EUTHANIZE
LEXI,GREAT PYRENEES/CATAHOULA,BR BRINDLE,Spayed,PUPPY,11/26/2015,01/26/2016,2/2/2016,7,OWNER SURRENDER,ADOPTION
ANGEL,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,02/25/2014,04/23/2019,05/21/2019,28,ADOPTION RETURN,ADOPTION
,GREAT PYRENEES/CATAHOULA,BL BRINDLE,Male,PUPPY,10/17/2015,02/17/2016,3/3/2016,15,OWNER SURRENDER,EUTHANIZE
LOLA,BORDER COLLIE,BLACK/WHITE,Spayed,MED,,2/7/2014,2/7/2014,0,STRAY,RETURN TO OWNER
SOPHIE,BOXER/MIX,BROWN/WHITE,Spayed,MED,07/25/2004,10/13/2017,9/12/2017,57,STRAY,ADOPTION
ZOE,CHIHUAHUA SH,TAN,Spayed,TOY,08/29/2015,08/29/2016,09/13/2016,15,CONFISCATE,ADOPTION
*SUZIE,CHIHUAHUA SH,BLACK,Spayed,TOY,6/5/2017,08/29/2017,09/13/2017,15,STRAY,ADOPTION
HUCK,GREAT PYRENEES,WHITE,Neutered,X-LRG,,08/20/2014,08/20/2014,0,STRAY,RETURN TO OWNER
JUNIOR,PIT BULL,BR BRINDLE,Neutered,MED,12/13/2013,06/13/2014,06/13/2014,0,STRAY,RETURN TO OWNER
*SISSY,ALASKAN HUSKY,WHITE,Spayed,LARGE,8/7/2017,12/26/2018,11/1/2019,16,STRAY,ADOPTION
BAILEY,AUST KELPIE,TAN,Neutered,MED,01/17/2007,04/20/2016,04/21/2016,1,STRAY,RETURN TO OWNER
MILO,PARSON RUSS TER/MIX,WHITE/BROWN,Neutered,SMALL,05/16/2007,04/17/2017,04/18/2017,1,STRAY,RETURN TO OWNER
DOTTY,PARSON RUSS TER,WHITE,Spayed,MED,8/2/2004,10/1/2015,01/13/2015,3,STRAY,RETURN TO OWNER
ROSCOE,AMER BULLDOG/MIX,RED/WHITE,Neutered,LARGE,5/12/2014,5/12/2018,01/15/2019,41,OWNER SURRENDER,TRANSFER
ROMEO,CHIHUAHUA SH,BROWN,Male,TOY,1/1/2006,05/25/2016,05/26/2016,1,STRAY,RETURN TO OWNER
RUE,PIT BULL,BLACK/WHITE,Neutered,MED,10/4/2013,11/7/2014,11/7/2014,0,STRAY,RETURN TO OWNER
,GERM SHEPHERD/MIX,WHITE,Female,LARGE,,10/17/2019,10/17/2019,0,STRAY,RETURN TO OWNER
JACK,PARSON RUSS TER/MIX,WHITE/TAN,Neutered,SMALL,06/19/2013,05/26/2015,1/8/2015,67,STRAY,ADOPTION
LIYLA,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,04/22/2008,8/4/2014,04/22/2014,14,OWNER SURRENDER,ADOPTION
CHULA,CHIHUAHUA SH,TAN,Spayed,TOY,03/25/2014,03/25/2017,03/30/2017,5,OWNER SURRENDER,ADOPTION
LOLI,CHIHUAHUA SH,WHITE/BROWN,Spayed,TOY,08/31/2010,07/30/2019,07/31/2019,1,STRAY,RETURN TO OWNER
BELUSHI,PIT BULL,BLUE/WHITE,Neutered,MED,1/5/2015,11/8/2016,12/8/2016,1,STRAY,RETURN TO OWNER
*ERIC,CHIHUAHUA SH,BLACK,Neutered,TOY,01/27/2014,01/27/2015,5/2/2015,9,STRAY,ADOPTION
PRINCESS,CHIHUAHUA SH,RED/WHITE,Spayed,TOY,01/20/2003,01/20/2018,01/20/2018,0,STRAY,RETURN TO OWNER
LUCY,LABRADOR RETR,YELLOW,Spayed,LARGE,1/3/2014,01/30/2017,01/31/2017,1,STRAY,RETURN TO OWNER
JACOB,CHIHUAHUA SH,BLACK/TAN,Neutered,TOY,09/20/2013,10/9/2016,09/21/2016,11,STRAY,TRANSFER
CASEY,LABRADOR RETR,BLACK,Spayed,LARGE,7/8/2005,08/24/2015,08/25/2015,1,STRAY,RETURN TO OWNER
BENTLEY,CHINESE SHARPEI/MIX,BLACK,Male,SMALL,04/17/2013,04/17/2015,04/17/2015,0,STRAY,RETURN TO OWNER
REUBEN,MALTESE,WHITE,Neutered,SMALL,,09/16/2016,09/16/2016,0,STRAY,RETURN TO OWNER
,ROTTWEILER/PIT BULL,BROWN/BLACK,Male,PUPPY,09/19/2019,4/10/2019,4/10/2019,0,STRAY,RETURN TO OWNER
BENTLEY,PIT BULL/BORDER COLLIE,BLACK/WHITE,Neutered,LARGE,03/26/2015,03/26/2016,05/14/2016,49,OWNER SURRENDER,ADOPTION
LUCKY,PIT BULL,CHOCOLATE,Spayed,MED,7/1/2014,2/12/2015,01/13/2016,42,CONFISCATE,ADOPTION
,PIT BULL/DALMATIAN,WHITE/BLACK,Female,MED,,03/22/2017,6/4/2017,15,STRAY,EUTHANIZE
MAXX,LABRADOR RETR,YELLOW/WHITE,Male,LARGE,2/9/2012,12/21/2018,12/21/2018,0,STRAY,RETURN TO OWNER
*LIZZIE,CAIRN TERRIER/MIX,TAN,Spayed,SMALL,04/21/2013,04/21/2015,1/5/2015,10,STRAY,ADOPTION
COOKIE,CHIHUAHUA SH,TAN,Spayed,TOY,09/27/2013,06/27/2014,07/26/2014,29,OWNER SURRENDER,ADOPTION
CHICO,RAT TERRIER/DACHSHUND,BLACK,Neutered,SMALL,1/1/2012,09/29/2016,10/15/2016,16,STRAY,ADOPTION
CALI,WELSH CORGI PEM,RED/WHITE,Spayed,SMALL,06/13/2009,06/13/2018,06/13/2018,0,STRAY,RETURN TO OWNER
PRECIOUS,YORKSHIRE TERR/MIX,TAN,Spayed,TOY,1/3/2010,08/13/2015,08/21/2015,8,OWNER SURRENDER,ADOPTION
MARGOT,SCHNAUZER MIN,BLACK/BROWN,Spayed,SMALL,07/14/2014,5/7/2017,07/18/2017,13,STRAY,ADOPTION
QUEEN,CANE CORSO/MIX,BROWN/WHITE,Spayed,LARGE,9/12/2013,9/12/2016,9/12/2016,0,STRAY,RETURN TO OWNER
BHODI,GERM SHEPHERD,BLACK/TAN,Male,LARGE,06/22/2018,06/22/2019,06/22/2019,0,STRAY,RETURN TO OWNER
HANK,ALASKAN HUSKY/MIX,WHITE,Neutered,LARGE,5/7/2016,05/30/2018,12/7/2018,43,STRAY,ADOPTION
TASHI,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,MED,03/30/2008,05/24/2018,05/24/2018,0,STRAY,RETURN TO OWNER
YOKO ONO,GERM SHEPHERD,TAN/BLACK,Female,LARGE,6/9/2010,5/9/2018,6/9/2018,1,STRAY,RETURN TO OWNER
ZENA,PIT BULL/MIX,TAN/WHITE,Female,MED,05/24/2015,10/26/2016,9/11/2016,14,OWNER SURRENDER,EUTHANIZE
BUDDY,BEAGLE/MIX,BROWN/TAN,Neutered,MED,08/18/2014,10/14/2016,12/11/2016,29,STRAY,ADOPTION
BOO BOO,PIT BULL/MIX,BLACK/WHITE,Male,MED,10/9/2013,3/4/2014,10/4/2014,7,STRAY,RETURN TO OWNER
*PENELOPE,PIT BULL,WHITE/BROWN,Spayed,LARGE,3/3/2014,08/22/2015,9/9/2015,18,STRAY,TRANSFER
JOE,GOLDEN RETR/MIX,TAN/BROWN,Neutered,X-LRG,,12/8/2014,08/14/2014,2,CONFISCATE,RETURN TO OWNER
SATIVA,PIT BULL,RED,Female,MED,07/30/2013,05/16/2014,05/16/2014,0,CONFISCATE,RETURN TO OWNER
KIKO,POODLE MIN,WHITE,Male,SMALL,07/16/2011,07/16/2016,07/20/2016,4,STRAY,RETURN TO OWNER
ROSIE,YORKSHIRE TERR/MIX,BLACK/BROWN,Spayed,SMALL,1/4/2014,03/25/2016,1/4/2016,7,CONFISCATE,RETURN TO OWNER
TYSON,PIT BULL,BLUE,Neutered,LARGE,2/11/2013,6/9/2016,8/10/2016,32,STRAY,EUTHANIZE
COCO,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,MED,06/15/2004,06/15/2018,06/15/2018,0,STRAY,RETURN TO OWNER
*LIBBY,PIT BULL,BLUE,Spayed,MED,05/18/2013,7/5/2015,08/27/2015,112,STRAY,TRANSFER
MARLEY,LABRADOR RETR/PIT BULL,BLACK,Spayed,MED,12/31/2014,12/31/2015,12/31/2015,0,STRAY,RETURN TO OWNER
SAMPSON,PIT BULL/MIX,WHITE/BROWN,Neutered,LARGE,,07/21/2015,07/31/2015,10,QUARANTINE,RETURN TO OWNER
,GERM SHEPHERD,BLACK/GRAY,Male,LARGE,06/22/2013,06/22/2019,07/26/2019,34,STRAY,EUTHANIZE
*ANNIE,CHIHUAHUA SH,RED,Spayed,SMALL,09/21/2013,05/21/2014,7/6/2014,17,TRANSFER,ADOPTION
*PEPSI,PIT BULL,GOLD/WHITE,Spayed,PUPPY,09/13/2015,11/30/2015,12/30/2015,30,TRANSFER,ADOPTION
CHICO,PIT BULL/MIX,WHITE,Male,LARGE,01/26/2006,01/23/2015,01/24/2015,1,STRAY,RETURN TO OWNER
RUGER,GERM SHEPHERD,BLACK/TAN,Male,SMALL,04/16/2018,6/1/2019,8/1/2019,2,STRAY,RETURN TO OWNER
POTATO,CHIHUAHUA SH/MIX,TAN,Spayed,SMALL,04/14/2014,04/14/2017,6/5/2017,22,STRAY,ADOPTION
,PIT BULL/MIX,BLACK/WHITE,Male,MED,9/9/2014,9/9/2015,10/9/2015,1,STRAY,EUTHANIZE
GEORGE,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,LARGE,11/6/2013,09/22/2017,09/22/2017,0,STRAY,RETURN TO OWNER
*ANGEL,AUST KELPIE/MIX,BROWN/WHITE,Spayed,PUPPY,12/24/2016,7/2/2017,9/3/2017,30,STRAY,ADOPTION
RUBY,BELG MALINOIS,TAN/BLACK,Spayed,LARGE,7/7/2016,02/21/2017,8/3/2017,15,STRAY,ADOPTION
JESSI,CHIHUAHUA SH,TAN/BLACK,Spayed,SMALL,04/15/2008,02/24/2014,02/28/2014,4,STRAY,RETURN TO OWNER
*PEPSI,PIT BULL,GOLD/WHITE,Spayed,PUPPY,09/13/2015,8/3/2016,03/16/2016,8,OWNER SURRENDER,EUTHANIZE
ROSCOE,ROTTWEILER/MIX,BROWN/BLACK,Neutered,MED,09/26/2007,09/25/2017,09/26/2017,1,STRAY,RETURN TO OWNER
MAGGIE,YORKSHIRE TERR,RED/BLACK,Spayed,SMALL,09/19/2006,09/18/2017,09/22/2017,4,STRAY,RETURN TO OWNER
RUBY,LABRADOR RETR,CHOCOLATE,Female,LARGE,12/11/2016,1/11/2017,1/11/2017,0,STRAY,RETURN TO OWNER
*WENDY,CHIHUAHUA SH,BLACK/WHITE,Spayed,SMALL,03/31/2013,03/24/2015,04/22/2015,29,STRAY,TRANSFER
,PIT BULL/MIX,TAN,Female,LARGE,06/25/2013,06/25/2016,07/27/2016,32,STRAY,EUTHANIZE
TANK,PIT BULL,TAN/WHITE,Neutered,LARGE,09/14/2017,4/2/2019,02/22/2019,18,STRAY,EUTHANIZE
MIA,AUST CATTLE DOG/MIX,BLACK/BROWN,Spayed,MED,,2/7/2015,7/7/2015,5,STRAY,RETURN TO OWNER
SNICKERS,PARSON RUSS TER/MIX,TAN,Spayed,PUPPY,03/30/2017,06/30/2017,07/22/2017,22,STRAY,ADOPTION
BABY,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,8/9/2015,8/9/2017,09/13/2017,5,STRAY,RETURN TO OWNER
TOBIE,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,08/29/2013,03/14/2017,03/16/2017,2,STRAY,RETURN TO OWNER
CABO,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,5/4/2004,07/16/2018,07/17/2018,1,STRAY,RETURN TO OWNER
SHEBA,TOY FOX TERRIER,TRICOLOR,Spayed,TOY,09/24/2014,03/15/2016,03/30/2016,15,STRAY,ADOPTION
*WILLOW,BELG MALINOIS,BLACK,Spayed,MED,9/9/2017,06/19/2018,07/14/2018,25,STRAY,ADOPTION
ROXY,PIT BULL,BLACK/WHITE,Spayed,MED,09/26/2014,12/16/2014,12/20/2014,4,OWNER SURRENDER,ADOPTION
VIDA,GREAT PYRENEES,WHITE,Female,LARGE,,01/15/2015,01/15/2015,0,STRAY,RETURN TO OWNER
*DUKE,TIBETAN SPAN/CHIHUAHUA LH,BROWN/WHITE,Neutered,SMALL,9/2/2012,02/19/2015,02/20/2015,1,ADOPTION RETURN,ADOPTION
MARK,MASTIFF/GREAT DANE,TAN/WHITE,Neutered,X-LRG,11/15/2017,08/28/2019,09/20/2019,23,STRAY,TRANSFER
BOBBI,PIT BULL/MIX,WHITE,Neutered,LARGE,04/13/2012,3/2/2017,3/2/2017,0,STRAY,RETURN TO OWNER
AISA,BASSET HOUND,TAN,Female,MED,6/7/2010,3/1/2015,8/1/2015,5,STRAY,RETURN TO OWNER
LUCY,BOSTON TERRIER,BR BRINDLE/WHITE,Spayed,SMALL,09/17/2003,09/16/2014,09/17/2014,1,STRAY,RETURN TO OWNER
LUCKY,SHIH TZU/MIX,CREAM/BROWN,Neutered,SMALL,11/25/2012,11/18/2015,4/12/2015,16,STRAY,ADOPTION
*JACOB,LABRADOR RETR/MIX,RED/WHITE,Neutered,LARGE,3/10/2016,3/10/2018,10/13/2018,10,STRAY,ADOPTION
BUBBA,CANE CORSO,FAWN,Neutered,LARGE,3/1/2014,12/22/2017,01/16/2018,25,STRAY,ADOPTION
WALKER,PIT BULL/MIX,BR BRINDLE,Neutered,LARGE,07/24/2014,3/7/2018,7/7/2018,4,STRAY,RETURN TO OWNER
MILO,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,05/29/2016,12/22/2018,9/2/2019,49,STRAY,EUTHANIZE
DUKE,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,04/21/2010,04/20/2015,04/21/2015,1,STRAY,RETURN TO OWNER
LOU,PIT BULL,BR BRINDLE,Male,MED,3/12/2015,2/6/2017,3/6/2017,1,CONFISCATE,RETURN TO OWNER
BRANDI,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,04/22/2015,12/9/2018,04/16/2019,216,OWNER SURRENDER,ADOPTION
SAMOA,POMERANIAN,BROWN,Spayed,MED,05/16/2008,07/28/2018,07/31/2018,3,STRAY,RETURN TO OWNER
SHILO,AUST SHEPHERD,TRICOLOR,Spayed,MED,5/6/2004,09/16/2014,09/19/2014,3,CONFISCATE,RETURN TO OWNER
RAIDER RAMDO,PIT BULL,BLACK/WHITE,Male,MED,,7/4/2014,04/15/2014,8,CONFISCATE,RETURN TO OWNER
KOA,POMERANIAN,WHITE,Male,SMALL,01/26/2014,01/26/2018,01/27/2018,1,STRAY,RETURN TO OWNER
JACKSON,FOX TERR WIRE,WHITE/TAN,Neutered,SMALL,05/20/2014,03/20/2015,2/4/2015,13,STRAY,ADOPTION
*SOPHIE,PIT BULL/MIX,BLACK/WHITE,Female,PUPPY,02/15/2018,08/15/2018,11/9/2018,27,STRAY,TRANSFER
LOLA,AUST CATTLE DOG,RED/BLUE,Female,MED,,10/13/2019,10/18/2019,5,CONFISCATE,RETURN TO OWNER
NENA,PIT BULL,BLACK/WHITE,Spayed,MED,02/18/2015,02/18/2016,02/18/2016,0,STRAY,RETURN TO OWNER
BUD,BOSTON TERRIER,RED/WHITE,Male,SMALL,,12/4/2018,04/13/2018,1,CONFISCATE,RETURN TO OWNER
PRINCESS,DACHSHUND/MIX,BROWN,Spayed,TOY,9/4/2016,08/31/2016,9/9/2016,9,STRAY,RETURN TO OWNER
*BONNY,DACHSHUND LH/MIX,TAN,Spayed,SMALL,12/20/2012,12/20/2016,01/13/2017,24,STRAY,ADOPTION
*DONNIE,BEAGLE/WELSH CORGI PEM,TRICOLOR/WHITE,Neutered,MED,03/15/2015,05/15/2015,06/13/2015,29,OWNER SURRENDER,ADOPTION
,ROTTWEILER/MIX,BLACK/TAN,Unknown,MED,,11/10/2014,11/10/2014,0,STRAY,RETURN TO OWNER
DALI,AUST SHEPHERD/LABRADOR RETR,BLACK/WHITE,Spayed,MED,07/30/2011,08/21/2015,9/10/2015,49,OWNER SURRENDER,TRANSFER
JAKE,CHIHUAHUA SH,TAN/WHITE,Neutered,TOY,05/13/2006,3/8/2016,3/8/2016,0,STRAY,RETURN TO OWNER
SCOUT,BEAGLE/FOX TERR SMOOTH,WHITE/BR BRINDLE,Neutered,MED,05/16/2014,05/16/2015,2/6/2015,17,OWNER SURRENDER,ADOPTION
BOOGER,PIT BULL/GERM SHEPHERD,BR BRINDLE,Male,MED,06/19/2013,03/19/2014,03/20/2014,1,TRANSFER,RETURN TO OWNER
RUXIN,PIT BULL,RED,Neutered,SMALL,2/8/2014,12/25/2014,01/13/2015,19,STRAY,ADOPTION
CHIQUITA,CHIHUAHUA SH,RED,Spayed,SMALL,10/15/2012,10/15/2014,10/18/2014,3,STRAY,RETURN TO OWNER
*LEON,GERM SHEPHERD/MIX,BROWN/BLACK,Neutered,LARGE,01/22/2012,01/14/2014,01/25/2014,11,STRAY,TRANSFER
GENESIS,PIT BULL/MIX,GRAY,Spayed,MED,04/29/2014,10/28/2016,10/29/2016,1,STRAY,RETURN TO OWNER
BABY GIRL,RAT TERRIER,TAN/WHITE,Female,SMALL,,03/31/2016,03/31/2016,0,CONFISCATE,RETURN TO OWNER
COCO BEAN,PIT BULL/ALASK MALAMUTE,BROWN/WHITE,Spayed,LARGE,07/15/2014,10/19/2016,3/2/2017,107,STRAY,ADOPTION
STEVE,BULLMASTIFF/MIX,BROWN/BLACK,Male,LARGE,08/25/2012,02/24/2014,02/25/2014,1,STRAY,RETURN TO OWNER
BAMBI,CHIHUAHUA SH,WHITE,Spayed,TOY,04/27/2011,5/4/2014,8/5/2014,33,OWNER SURRENDER,ADOPTION
LUNA,LABRADOR RETR/DOBERMAN PINSCH,BLACK,Spayed,MED,7/3/2015,03/26/2019,04/27/2019,32,STRAY,ADOPTION
ROSEY,BOXER/MIX,BROWN/WHITE,Neutered,LARGE,4/6/2009,10/5/2014,10/5/2014,0,STRAY,RETURN TO OWNER
HOT POCKET,AKITA/MIX,TAN/BLACK,Female,LARGE,,12/29/2016,01/23/2017,25,STRAY,EUTHANIZE
