Name,Breed,Color,Sex,Size,DateOfBirth,IntakeDate,OutcomeDate,DaysinShelter,IntakeType,OutcomeType
*CECILIA,MIN PINSCHER,BLACK/TAN,Spayed,TOY,12/14/2012,2/1/2014,3/1/2014,1,ADOPTION RETURN,DIED
BRUCE,FOX TERR SMOOTH,CHOCOLATE/WHITE,Neutered,PUPPY,04/30/2015,04/30/2015,10/13/2015,166,STRAY,ADOPTION
PERCY,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,09/29/2013,5/4/2018,11/4/2018,6,ADOPTION RETURN,TRANSFER
CRITTER TRAV,LABRADOR RETR/PIT BULL,BR BRINDLE/BLACK,Male,LARGE,02/15/2002,12/26/2015,04/14/2016,110,CONFISCATE,RETURN TO OWNER
BOOTS,BEAGLE,TRICOLOR,Neutered,SMALL,3/3/2009,07/31/2014,07/31/2014,0,STRAY,RETURN TO OWNER
SHADOW,LABRADOR RETR/MIX,BLACK,Neutered,,,03/22/2014,03/30/2014,8,STRAY,DIED
,PIT BULL,BLACK/WHITE,Male,LARGE,11/4/2011,1/4/2014,04/30/2014,29,STRAY,EUTHANIZE
LUCKY,BASSET HOUND/BEAGLE,BLACK/WHITE,Neutered,PUPPY,08/26/2017,09/26/2017,11/16/2017,51,STRAY,ADOPTION
KOOKIE,PIT BULL,BLACK/WHITE,Spayed,MED,2/1/2008,12/27/2018,01/23/2019,27,OWNER SURRENDER,TRANSFER
COOPER,LABRADOR RETR/GERM SHEPHERD,YELLOW,Neutered,LARGE,7/4/2015,7/4/2016,10/5/2016,33,STRAY,ADOPTION
*MONTE,CAIRN TERRIER/MIX,BROWN,Neutered,SMALL,12/28/2014,05/28/2015,6/6/2015,9,OWNER SURRENDER,ADOPTION
PRINCESS,PIT BULL,BL BRINDLE,Spayed,LARGE,05/19/2013,05/19/2015,12/8/2015,85,STRAY,EUTHANIZE
SPRITE,BORDER COLLIE/PARSON RUSS TER,BLACK/WHITE,Neutered,PUPPY,12/29/2017,03/22/2018,3/4/2018,12,STRAY,ADOPTION
RICHIE,YORKSHIRE TERR/SCHNAUZER MIN,GRAY/BROWN,Male,SMALL,,3/7/2018,3/7/2018,0,STRAY,RETURN TO OWNER
*SCRUFFY,PARSON RUSS TER/MIX,BLACK/BROWN,Female,SMALL,1/5/2016,04/21/2018,11/5/2018,20,STRAY,TRANSFER
LUNA (FORMERLY MING),TIBETAN MASTIFF,BLACK,Spayed,X-LRG,12/7/2016,01/19/2019,01/19/2019,0,STRAY,RETURN TO OWNER
LAYLA,RAT TERRIER/MIX,BR BRINDLE/WHITE,Spayed,SMALL,4/12/2009,10/23/2017,10/24/2017,1,CONFISCATE,RETURN TO OWNER
ZEPPELIN,GREAT DANE/PIT BULL,BLACK/WHITE,Male,LARGE,12/18/2018,06/18/2019,06/21/2019,3,CONFISCATE,RETURN TO OWNER
KENAI,SIBERIAN HUSKY,BLACK/WHITE,Neutered,LARGE,04/26/2017,11/9/2018,10/13/2018,32,STRAY,ADOPTION
CHUBS,ENG BULLDOG,BROWN/WHITE,Male,MED,,6/12/2016,8/12/2016,2,STRAY,RETURN TO OWNER
*PEPPER,CHIHUAHUA SH/DACHSHUND,BROWN/BLACK,Spayed,SMALL,10/20/2018,11/26/2018,12/1/2019,47,STRAY,ADOPTION
ROCKET,RHOD RIDGEBACK,BUFF/TAN,Neutered,LARGE,10/16/2012,7/11/2018,7/11/2018,0,STRAY,RETURN TO OWNER
MOOSE,MAREMMA SHEEPDG,WHITE,Neutered,LARGE,2/12/2014,11/3/2018,03/14/2018,3,STRAY,RETURN TO OWNER
ARI,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,02/19/2013,12/1/2018,12/1/2018,0,STRAY,RETURN TO OWNER
*BENSON,PIT BULL/MIX,TRICOLOR,Neutered,MED,11/24/2011,11/14/2014,5/8/2015,264,STRAY,TRANSFER
BABY GIRL,CHIHUAHUA SH,WHITE/TAN,Spayed,TOY,11/19/2010,11/19/2014,12/20/2014,31,STRAY,ADOPTION
DOLLAR,POODLE MIN,APRICOT,Neutered,SMALL,05/23/2010,05/23/2014,05/24/2014,1,STRAY,RETURN TO OWNER
MAVERICK,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,,09/21/2014,09/25/2014,4,STRAY,RETURN TO OWNER
SADI,BORDER COLLIE/MIX,BLACK/WHITE,Spayed,MED,1/5/2007,7/12/2018,12/12/2018,5,STRAY,RETURN TO OWNER
*TANNER,PIT BULL/MIX,BR BRINDLE/WHITE,Neutered,MED,04/19/2018,03/19/2019,05/13/2019,55,STRAY,TRANSFER
MAX,ENG BULLDOG/MIX,GRAY/WHITE,Male,SMALL,,10/8/2019,10/8/2019,0,STRAY,RETURN TO OWNER
RAIDER RAMDO,PIT BULL,BLACK/WHITE,Male,MED,,03/18/2017,03/28/2017,10,QUARANTINE,RETURN TO OWNER
PHOEBE,LABRADOR RETR/MIX,BLACK,Spayed,MED,09/17/2009,3/1/2014,1/2/2014,29,OWNER SURRENDER,ADOPTION
GORDO,PIT BULL,BR BRINDLE/WHITE,Male,MED,02/21/2013,02/21/2014,03/30/2014,37,OWNER SURRENDER,EUTHANIZE
COBRA,PIT BULL,BLACK/WHITE,Neutered,MED,11/11/2013,10/29/2015,12/11/2015,14,STRAY,RETURN TO OWNER
WIATT,SIBERIAN HUSKY,WHITE/BROWN,Male,MED,,5/5/2016,6/5/2016,1,STRAY,RETURN TO OWNER
BRISTOL,LABRADOR RETR,BROWN,Spayed,LARGE,01/27/2011,1/4/2017,2/4/2017,1,STRAY,RETURN TO OWNER
ESTRELLA,GERM SHEPHERD,TAN/BLACK,Female,LARGE,01/20/2016,01/23/2017,01/24/2017,1,STRAY,RETURN TO OWNER
ROSIE,SIBERIAN HUSKY,GRAY/WHITE,Female,MED,8/12/2013,6/9/2018,09/26/2018,20,STRAY,EUTHANIZE
*SCARLETT,SHIH TZU/MIX,CREAM,Spayed,TOY,08/18/2010,05/16/2015,3/6/2015,18,OWNER SURRENDER,TRANSFER
*CONNOR,SHETLD SHEEPDOG/BORDER COLLIE,WHITE/TAN,Neutered,MED,09/21/2017,09/21/2019,4/10/2019,13,STRAY,ADOPTION
*AMBER,PIT BULL,FAWN/BLACK,Spayed,MED,07/19/2016,2/7/2018,07/21/2018,19,STRAY,ADOPTION
,BEAGLE,WHITE/TAN,Neutered,MED,02/19/2009,02/19/2019,1/3/2019,10,STRAY,EUTHANIZE
,SIBERIAN HUSKY,WHITE,Male,LARGE,,9/1/2018,9/3/2018,59,STRAY,EUTHANIZE
SWEETHEART,PIT BULL,WHITE/BROWN,Spayed,MED,07/15/2010,02/22/2017,02/22/2017,0,STRAY,RETURN TO OWNER
OREO,CHIHUAHUA SH/MIX,BLACK/WHITE,Neutered,SMALL,05/15/2016,05/15/2017,05/27/2017,12,STRAY,ADOPTION
KODA,SAMOYED,WHITE,Neutered,MED,10/6/2010,05/16/2014,05/17/2014,1,STRAY,RETURN TO OWNER
BROTHER,PIT BULL,RED,Neutered,LARGE,10/21/2008,3/5/2018,9/5/2018,6,OWNER SURRENDER,EUTHANIZE
BUDDY,CAIRN TERRIER/MIX,TAN,Neutered,SMALL,08/16/1998,08/16/2017,08/16/2017,0,STRAY,RETURN TO OWNER
MOE/BANDIT,SIBERIAN HUSKY,WHITE,Male,LARGE,11/20/2014,10/15/2015,10/16/2015,1,STRAY,RETURN TO OWNER
PULGA,CHIHUAHUA SH,BLACK,Neutered,SMALL,01/17/2013,10/1/2014,01/22/2014,12,TRANSFER,RETURN TO OWNER
RUBY,CHIHUAHUA SH/PARSON RUSS TER,WHITE,Spayed,TOY,12/11/2009,5/7/2019,5/7/2019,0,STRAY,RETURN TO OWNER
LUCY,STAFFORDSHIRE/MIX,BLUE,Spayed,MED,3/3/2009,11/2/2014,03/15/2014,32,STRAY,ADOPTION
*ROSCOE,BORDER COLLIE/CATAHOULA,BLACK,Neutered,PUPPY,04/24/2014,07/24/2014,1/8/2014,8,OWNER SURRENDER,ADOPTION
*HELEN,PIT BULL/MIX,BROWN,Spayed,MED,5/10/2004,09/19/2015,9/12/2015,81,STRAY,TRANSFER
MOZART,PIT BULL,WHITE,Neutered,MED,11/21/2010,11/21/2015,11/21/2015,0,STRAY,RETURN TO OWNER
GEORGIA,PUG,FAWN,Spayed,TOY,04/26/2018,3/6/2019,3/6/2019,0,STRAY,RETURN TO OWNER
CHICO,BOXER,WHITE/BR BRINDLE,Neutered,LARGE,10/11/2014,10/11/2017,11/11/2017,1,STRAY,RETURN TO OWNER
,YORKSHIRE TERR/MIX,WHITE/BLACK,Female,SMALL,09/25/2003,09/14/2015,09/25/2015,11,STRAY,EUTHANIZE
LATIN LOVER,YORKSHIRE TERR/MIX,BLACK/TAN,Male,SMALL,5/9/2018,5/3/2019,5/3/2019,0,STRAY,RETURN TO OWNER
BANDIT,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,6/10/2008,02/13/2018,02/15/2018,2,STRAY,RETURN TO OWNER
COOPER,GERM SHEPHERD/MIX,BLACK,Male,MED,07/15/2011,1/3/2016,1/3/2016,0,STRAY,RETURN TO OWNER
VITA,GERM SHEPHERD/ROTTWEILER,BROWN/BLACK,Spayed,MED,10/13/2014,06/13/2015,08/18/2015,66,STRAY,TRANSFER
BEEFY,PIT BULL,BLUE/WHITE,Neutered,MED,5/7/2013,12/27/2014,01/30/2015,34,STRAY,ADOPTION
,PIT BULL/MIX,BLACK/WHITE,Female,MED,06/23/2012,06/23/2014,07/17/2014,24,TRANSFER,EUTHANIZE
BELLA,BULLDOG,BR BRINDLE,Female,MED,11/15/2008,11/15/2014,11/15/2014,0,STRAY,RETURN TO OWNER
RADER,GERM SHEPHERD,TAN/BROWN,Neutered,LARGE,1/3/2006,9/10/2017,10/21/2017,12,STRAY,RETURN TO OWNER
LOLO,CHIHUAHUA SH/MIX,TAN/WHITE,Male,SMALL,,07/20/2019,07/30/2019,10,QUARANTINE,RETURN TO OWNER
ROSIE,PIT BULL,WHITE/BROWN,Spayed,LARGE,04/24/2013,12/9/2014,12/9/2014,0,STRAY,RETURN TO OWNER
DIABLO,PIT BULL,GRAY/TAN,Male,LARGE,06/30/2015,06/30/2018,06/30/2018,0,STRAY,RETURN TO OWNER
ZOEY,CAIRN TERRIER/MIX,BROWN/WHITE,Spayed,MED,10/13/2000,12/10/2017,10/13/2017,1,STRAY,RETURN TO OWNER
LIBBY,LABRADOR RETR/MIX,BLACK,Spayed,MED,05/13/2010,04/26/2014,05/14/2014,18,STRAY,ADOPTION
*HOLLY,BULLDOG/MIX,BROWN/WHITE,Female,MED,,6/7/2017,07/21/2017,15,STRAY,TRANSFER
GEORGIA,CHIHUAHUA SH/MIX,BROWN/BLACK,Spayed,SMALL,10/26/2005,08/13/2014,08/23/2014,10,QUARANTINE,RETURN TO OWNER
HOSS,BELG MALINOIS,BROWN/BLACK,Male,LARGE,,02/22/2017,02/22/2017,0,STRAY,RETURN TO OWNER
BORRACHO,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,,06/19/2018,06/20/2018,1,STRAY,RETURN TO OWNER
DOLCE,SHIH TZU,WHITE,Male,SMALL,3/9/2011,05/20/2018,05/20/2018,0,STRAY,RETURN TO OWNER
KASSIE,PIT BULL/MIX,BL BRINDLE/WHITE,Female,MED,04/13/2000,04/13/2015,04/13/2015,0,STRAY,RETURN TO OWNER
BENJAMIN,BEAGLE/MIX,BROWN,Neutered,LARGE,8/3/2007,7/3/2017,8/3/2017,1,STRAY,RETURN TO OWNER
PEANUT,POMERANIAN,BLACK,Neutered,SMALL,05/25/2011,05/25/2018,05/26/2018,1,STRAY,RETURN TO OWNER
BELLA,AMER BULLDOG/MIX,BR BRINDLE/WHITE,Spayed,LARGE,03/17/2007,4/12/2014,11/12/2014,7,QUARANTINE,EUTHANIZE
JAGER,BOSTON TERRIER,BROWN/WHITE,Male,MED,1/1/2011,8/11/2018,9/11/2018,1,STRAY,RETURN TO OWNER
SWISHER,PIT BULL/MIX,BROWN,Neutered,LARGE,,01/14/2017,03/15/2017,60,CONFISCATE,EUTHANIZE
MAX,BERNESE MTN DOG/MIX,TRICOLOR,Neutered,LARGE,3/6/2013,6/5/2019,6/5/2019,0,STRAY,RETURN TO OWNER
RUPERT,PARSON RUSS TER/DACHSHUND,TAN/WHITE,Neutered,SMALL,08/27/2010,08/27/2016,08/27/2016,0,STRAY,RETURN TO OWNER
*REUBEN,PIT BULL,WHITE/BROWN,Neutered,LARGE,07/13/2014,06/25/2015,5/8/2015,41,ADOPTION RETURN,TRANSFER
OLLIE,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,LARGE,1/10/2014,1/10/2015,6/10/2015,5,STRAY,RETURN TO OWNER
*FLASH,SIBERIAN HUSKY/MIX,BLACK/WHITE,Neutered,LARGE,5/1/2017,12/22/2017,10/1/2018,19,STRAY,ADOPTION
*SADIE,ALASKAN HUSKY,BLACK/WHITE,Spayed,LARGE,1/12/2016,1/12/2017,9/1/2018,39,STRAY,TRANSFER
TILLY,MASTIFF/MIX,BR BRINDLE,Spayed,LARGE,03/14/2016,6/3/2018,03/16/2018,10,STRAY,ADOPTION
ROBIN,CHIHUAHUA SH,TAN,Neutered,TOY,06/16/2008,10/6/2019,2/7/2019,22,CONFISCATE,RETURN TO OWNER
BUTTER,STAFFORDSHIRE,BR BRINDLE,Spayed,MED,01/26/2011,03/24/2015,07/25/2015,123,OWNER SURRENDER,ADOPTION
SASSY,YORKSHIRE TERR/MIX,BLACK/TAN,Female,TOY,01/14/2012,01/14/2014,01/15/2014,1,STRAY,RETURN TO OWNER
TOMMY,PUG/BOSTON TERRIER,BLACK,Neutered,SMALL,08/18/2012,08/26/2019,08/29/2019,3,CONFISCATE,RETURN TO OWNER
KALI,PIT BULL,TAN,Spayed,MED,5/3/2010,05/13/2017,05/24/2017,11,OWNER SURRENDER,EUTHANIZE
DOTTIE,CHIHUAHUA SH,CHOCOLATE/WHITE,Spayed,TOY,12/10/2012,12/10/2016,10/22/2016,10,OWNER SURRENDER,ADOPTION
TEMBO,CHINESE SHARPEI/MIX,BLACK/TAN,Male,LARGE,,05/16/2018,05/22/2018,6,STRAY,RETURN TO OWNER
REX,CHIHUAHUA SH,BLACK/TAN,Neutered,TOY,11/30/2007,04/16/2016,04/16/2016,0,STRAY,RETURN TO OWNER
LEDSON,SHIH TZU,WHITE/BLACK,Neutered,SMALL,1/12/2010,01/24/2015,01/27/2015,3,STRAY,RETURN TO OWNER
PHEBE,LABRADOR RETR/MIX,BLACK,Spayed,LARGE,4/2/2009,10/24/2018,10/24/2018,0,STRAY,RETURN TO OWNER
MANGO,AUST SHEPHERD/MIX,BLACK/TAN,Neutered,MED,12/6/2004,12/6/2014,06/14/2014,2,CONFISCATE,RETURN TO OWNER
*DONALD,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,10/20/2010,9/10/2014,10/28/2014,19,STRAY,ADOPTION
KJ,CHIHUAHUA SH/MIX,BLACK/TAN,Male,SMALL,,08/31/2016,1/9/2016,1,CONFISCATE,RETURN TO OWNER
JAKE,BORDER COLLIE/MIX,WHITE/BLACK,Neutered,MED,08/20/2013,12/6/2014,06/20/2014,8,STRAY,ADOPTION
LULU,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,2/8/2009,1/8/2017,2/8/2017,1,STRAY,RETURN TO OWNER
GEORGE,POMERANIAN/CHIHUAHUA SH,WHITE,Neutered,SMALL,12/10/2006,5/6/2014,06/19/2014,14,OWNER SURRENDER,TRANSFER
*SWEET PEA,CHINESE SHARPEI/MIX,BLACK,Spayed,MED,2/10/2012,2/10/2014,12/16/2014,75,STRAY,ADOPTION
BANDIT,PIT BULL,WHITE/BLACK,Spayed,LARGE,3/4/2011,07/25/2014,5/8/2014,11,QUARANTINE,RETURN TO OWNER
COCO,AKITA,BLACK/TAN,Female,LARGE,11/30/2009,9/8/2014,08/16/2014,7,CONFISCATE,RETURN TO OWNER
DEUCE,AMERICAN STAFF/PIT BULL,BLACK/WHITE,Spayed,,1/1/2006,2/9/2017,2/9/2017,0,STRAY,RETURN TO OWNER
*GLADYS,FOX TERR SMOOTH,WHITE/BLACK,Spayed,SMALL,06/17/2000,2/6/2014,9/7/2014,37,STRAY,ADOPTION
BUBBA,PIT BULL,RED,Neutered,MED,12/23/2012,12/23/2013,6/2/2014,45,CONFISCATE,ADOPTION
MANNY,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,LARGE,1/2/2009,5/7/2016,5/7/2016,0,STRAY,RETURN TO OWNER
LOBO,SIBERIAN HUSKY,TRICOLOR,Neutered,MED,04/22/2016,10/17/2019,10/17/2019,0,STRAY,RETURN TO OWNER
*THEO,CHIHUAHUA SH,BROWN,Neutered,TOY,12/26/2012,01/13/2015,7/2/2015,25,STRAY,ADOPTION
MAYA,WEST HIGHLAND/MALTESE,WHITE,Spayed,SMALL,11/2/2011,01/27/2016,01/27/2016,0,STRAY,RETURN TO OWNER
MAX,GERM SHEPHERD/MIX,WHITE,Neutered,MED,11/27/2014,06/22/2018,06/28/2018,6,OWNER SURRENDER,EUTHANIZE
EVER,COCKER SPAN,CREAM,Female,MED,09/22/2016,12/13/2017,12/14/2017,1,STRAY,RETURN TO OWNER
OREO,POODLE MIN/MIX,WHITE/GRAY,Neutered,SMALL,06/14/2015,5/6/2018,06/19/2018,14,STRAY,RETURN TO OWNER
PICO,MALTESE/MIX,TAN,Neutered,SMALL,07/19/2014,5/5/2017,5/5/2017,0,STRAY,RETURN TO OWNER
JACK,LABRADOR RETR,BROWN,Neutered,LARGE,03/15/2011,08/17/2016,08/18/2016,1,STRAY,RETURN TO OWNER
,SHIH TZU,WHITE/GRAY,Female,SMALL,,9/7/2018,07/21/2018,12,STRAY,EUTHANIZE
DEXTER,PIT BULL/MIX,BLACK/WHITE,Neutered,LARGE,,8/1/2015,8/1/2015,0,STRAY,RETURN TO OWNER
*ANGELICA,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,3/1/2016,06/22/2017,7/7/2017,15,STRAY,ADOPTION
*AXEL,PIT BULL/LABRADOR RETR,BLACK,Neutered,LARGE,12/27/2016,06/13/2018,2/8/2018,50,STRAY,ADOPTION
DIXIE,PIT BULL,GRAY/WHITE,Spayed,LARGE,,5/7/2016,7/7/2016,2,STRAY,RETURN TO OWNER
CALI,PIT BULL/MIX,TAN/WHITE,Female,MED,10/27/2014,11/5/2018,05/31/2018,20,CONFISCATE,RETURN TO OWNER
LADY,PIT BULL,BROWN/WHITE,Spayed,MED,06/23/2005,06/22/2017,06/23/2017,1,STRAY,RETURN TO OWNER
CHRIS,CHIHUAHUA SH,BLACK,Neutered,SMALL,08/29/2008,06/22/2014,08/29/2014,68,STRAY,ADOPTION
DAPHNE,BORDER COLLIE/MIX,LIVER/WHITE,Spayed,MED,1/8/2016,1/5/2018,05/19/2018,18,OWNER SURRENDER,ADOPTION
TOULA,SHETLD SHEEPDOG,RED/WHITE,Spayed,SMALL,04/16/2015,5/2/2016,02/17/2016,12,STRAY,ADOPTION
,ENG BULLDOG,BROWN/WHITE,Female,LARGE,03/31/2003,03/31/2016,8/4/2016,8,CONFISCATE,EUTHANIZE
MALIBU,MALTESE,WHITE,Neutered,TOY,02/17/2004,10/16/2014,10/16/2014,0,STRAY,RETURN TO OWNER
BENNY,CHIHUAHUA SH,TAN/WHITE,Neutered,SMALL,7/7/2012,7/7/2015,07/30/2015,23,STRAY,ADOPTION
BELLA,CHIHUAHUA LH/MIX,WHITE/TAN,Female,SMALL,6/7/2012,5/7/2016,6/7/2016,1,STRAY,RETURN TO OWNER
,PIT BULL,RED/WHITE,Female,LARGE,5/12/2011,11/18/2014,7/12/2014,19,STRAY,EUTHANIZE
LUNA,PIT BULL,BLACK/WHITE,Spayed,LARGE,08/15/2013,12/27/2014,12/30/2014,3,STRAY,RETURN TO OWNER
BUDDY,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,05/23/2009,03/28/2015,7/4/2015,10,QUARANTINE,RETURN TO OWNER
BELLA,BORDER COLLIE/MIX,BLACK,Spayed,PUPPY,6/5/2016,6/8/2016,08/16/2016,10,STRAY,ADOPTION
SADIE,BORDER COLLIE/MIX,BLACK/WHITE,Female,MED,1/10/2000,1/10/2015,2/10/2015,1,STRAY,RETURN TO OWNER
CHEWY,TOY FOX TERRIER/MIX,WHITE/BLACK,Neutered,SMALL,5/10/2008,04/28/2018,2/5/2018,4,STRAY,RETURN TO OWNER
*CAPTAIN,CHIHUAHUA SH,BROWN,Neutered,TOY,8/1/2017,12/12/2017,01/13/2018,32,OWNER SURRENDER,ADOPTION
*JESSIE,PIT BULL,WHITE/BLUE,Spayed,LARGE,12/29/2012,12/29/2014,05/13/2015,135,STRAY,TRANSFER
TACO,CHIHUAHUA LH/MIX,BLACK,Spayed,TOY,06/18/2008,06/18/2014,06/18/2014,0,STRAY,RETURN TO OWNER
SARAPHINA,LABRADOR RETR/BOXER,BLACK,Spayed,MED,04/23/2007,02/28/2015,02/28/2015,0,STRAY,RETURN TO OWNER
*JEMIMA,PIT BULL/MIX,GRAY,Spayed,MED,11/2/2007,11/2/2014,09/27/2014,228,STRAY,ADOPTION
BAILEY,BORDER COLLIE/QUEENSLAND HEEL,BLACK/WHITE,Female,LARGE,7/3/2014,6/7/2017,07/20/2017,14,STRAY,EUTHANIZE
CHOMPY,SCHNAUZER MIN/MIX,WHITE,Neutered,SMALL,,06/13/2014,06/14/2014,1,STRAY,RETURN TO OWNER
,PIT BULL/MIX,WHITE/BROWN,Male,LARGE,,4/4/2016,04/26/2016,22,STRAY,EUTHANIZE
JADE,PIT BULL,TAN,Spayed,MED,,6/5/2014,05/15/2014,9,OWNER SURRENDER,TRANSFER
BUDDY,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,04/29/2009,04/29/2014,04/29/2014,0,STRAY,RETURN TO OWNER
,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,MED,02/22/2014,02/22/2017,03/24/2017,30,STRAY,TRANSFER
BUTTKIS,PIT BULL,WHITE/BROWN,Neutered,LARGE,,07/30/2018,07/30/2018,0,QUARANTINE,TRANSFER
GRACIE,CHIHUAHUA SH,WHITE,Neutered,TOY,07/24/2014,07/24/2015,08/13/2015,20,STRAY,ADOPTION
BLUE,PIT BULL,BLUE/WHITE,Male,LARGE,10/25/2014,10/20/2016,10/25/2016,5,STRAY,RETURN TO OWNER
COPPER,COCKER SPAN/MIX,BROWN,Male,SMALL,,4/2/2015,5/2/2015,1,STRAY,TRANSFER
SARA BELL,BORDER COLLIE,BLACK/TAN,Spayed,MED,1/10/2004,4/3/2017,7/3/2017,3,STRAY,RETURN TO OWNER
TRIXI,CHIHUAHUA SH,BROWN,Female,SMALL,09/24/2016,09/17/2019,09/24/2019,7,STRAY,RETURN TO OWNER
*HEIDI,GERM SHEPHERD/MIX,BLACK/RED,Spayed,MED,2/5/2013,2/5/2014,05/17/2014,15,STRAY,TRANSFER
GIA,ANATOL SHEPHERD,WHITE,Female,X-LRG,11/14/2011,07/29/2017,1/8/2017,3,STRAY,RETURN TO OWNER
SOCKET,LABRADOR RETR,CHOCOLATE,Male,LARGE,8/1/2008,05/31/2017,1/6/2017,1,STRAY,RETURN TO OWNER
BARNEY,COCKER SPAN,BLACK,Neutered,MED,2/8/2009,12/6/2017,07/21/2017,39,CONFISCATE,TRANSFER
,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,,4/4/2019,5/4/2019,1,CONFISCATE,RETURN TO OWNER
,CHIHUAHUA SH/MIX,WHITE/BLACK,Female,SMALL,,8/8/2015,11/8/2015,3,CONFISCATE,TRANSFER
JEWEL,PARSON RUSS TER,WHITE/BROWN,Spayed,MED,05/31/2008,11/9/2015,01/14/2016,125,OWNER SURRENDER,TRANSFER
BEAR,PIT BULL/MIX,BLUE,Neutered,MED,02/21/2015,02/22/2018,10/3/2018,16,STRAY,EUTHANIZE
MIKLO,MALTESE,WHITE,Neutered,TOY,1/12/2005,10/7/2014,07/17/2014,7,OWNER SURRENDER,ADOPTION
POKEY,BEAGLE/MIX,TAN/WHITE,Spayed,MED,1/4/2017,1/5/2018,05/31/2018,30,CONFISCATE,TRANSFER
*LISA,AUST SHEPHERD/MIX,BROWN/WHITE,Spayed,MED,10/10/2017,02/28/2019,04/17/2019,48,CONFISCATE,ADOPTION
*QUINN,CHIHUAHUA SH/MIX,CREAM,Neutered,SMALL,11/14/2014,10/10/2017,11/22/2017,43,STRAY,TRANSFER
PEPPER,STAFFORDSHIRE,BLACK/WHITE,Female,SMALL,2/6/2015,2/6/2016,2/6/2016,0,STRAY,RETURN TO OWNER
JACK,SCHNAUZER MIN/MIX,BLACK/GRAY,Male,SMALL,01/28/2010,08/14/2015,08/15/2015,1,STRAY,RETURN TO OWNER
SNOOPY,MALTESE/MIX,WHITE,Neutered,TOY,1/9/2016,04/24/2019,04/24/2019,0,STRAY,RETURN TO OWNER
NASH,GERM SHEPHERD/MIX,BROWN,Neutered,LARGE,10/20/2015,6/7/2016,07/23/2016,17,STRAY,ADOPTION
BENTON,GOLDEN RETR/LABRADOR RETR,BLACK/WHITE,Neutered,LARGE,1/6/2005,02/17/2016,02/17/2016,0,STRAY,RETURN TO OWNER
KING,GERM SHEPHERD/MIX,BROWN/BLACK,Male,LARGE,03/14/2017,03/14/2018,03/16/2018,2,STRAY,RETURN TO OWNER
*LYDIA,CHIHUAHUA SH/MIX,BLACK/BROWN,Spayed,PUPPY,4/6/2014,10/24/2014,7/11/2014,14,STRAY,ADOPTION
OSCAR,POMERANIAN,TRICOLOR,Neutered,TOY,,07/28/2018,07/28/2018,0,CONFISCATE,RETURN TO OWNER
KAI,LABRADOR RETR,BLACK,Neutered,LARGE,1/4/2009,5/3/2016,03/18/2016,13,OWNER SURRENDER,ADOPTION
SEDONA,PIT BULL,BLUE/WHITE,Spayed,MED,04/29/2013,04/29/2017,2/5/2017,3,CONFISCATE,RETURN TO OWNER
LAYLA,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,05/21/2013,1/12/2016,6/12/2016,5,CONFISCATE,RETURN TO OWNER
FRITZ,AUST SHEPHERD/MIX,WHITE/BLACK,Neutered,LARGE,03/17/2009,03/17/2018,03/20/2018,3,STRAY,RETURN TO OWNER
COOPER,GREAT DANE/MIX,BR BRINDLE/WHITE,Neutered,LARGE,09/17/2016,4/12/2018,7/12/2018,3,STRAY,RETURN TO OWNER
*SCOOP,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,9/1/2017,9/1/2019,12/3/2019,62,STRAY,ADOPTION
YOLANDI,BEAGLE/FOX TERR SMOOTH,TRICOLOR,Spayed,MED,05/16/2014,05/16/2015,05/22/2015,6,OWNER SURRENDER,ADOPTION
BOOKER,BOXER,FAWN,Neutered,MED,11/25/2014,09/16/2015,09/16/2015,0,STRAY,RETURN TO OWNER
,AUST CATTLE DOG/MIX,BROWN/BROWN,Female,MED,11/29/2010,11/29/2014,8/1/2015,40,STRAY,EUTHANIZE
COCO,PIT BULL/MIX,RED,Spayed,LARGE,12/27/2008,03/20/2014,8/7/2014,110,OWNER SURRENDER,ADOPTION
*GINGER,FOX TERR SMOOTH,WHITE/BLACK,Spayed,TOY,02/22/2004,01/20/2015,03/13/2015,52,STRAY,ADOPTION
,ALASKAN HUSKY/MIX,BLACK/WHITE,Male,LARGE,01/31/2011,01/31/2014,9/2/2014,9,STRAY,TRANSFER
SMOKEY,PIT BULL,GRAY,Neutered,LARGE,,10/16/2016,10/26/2016,10,CONFISCATE,EUTHANIZE
BEAR,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,LARGE,,08/27/2015,08/27/2015,0,CONFISCATE,RETURN TO OWNER
